stock_code,description,classification_text,description_id,product_category,confidence,classification_method,llm_product_category,llm_confidence,rule_category,qa_rule_category,gross_sales,cancellation_value,estimated_net_revenue,units_sold,sales_invoices,known_customers,abc_class
82483,WOOD 2 DRAWER CABINET WHITE FINISH,WOOD 2 DRAWER CABINET WHITE FINISH,4537,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,29003.370000000003,1683.85,27319.520000000004,4878,1123,361,A
72741,GRAND CHOCOLATECANDLE,GRAND CHOCOLATECANDLE,1767,Lighting & Candles,High,LLM only,Lighting & Candles,High,,,27239.46,89.3,27150.16,19712,920,510,A
22624,IVORY KITCHEN SCALES,IVORY KITCHEN SCALES,2036,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,27282.73,214.2,27068.53,3152,1219,579,A
84991,60 TEATIME FAIRY CAKE CASES,60 TEATIME FAIRY CAKE CASES,112,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,27041.21,187.95,26853.26,54028,2127,822,A
23201,JUMBO BAG ALPHABET,JUMBO BAG ALPHABET,2100,"Bags, Storage & Travel",High,Keyword rule override,Home Decor & Furnishings,High,"Bags, Storage & Travel",,27850.83,1076.02,26774.81,13366,906,396,A
20750,RED RETROSPOT MINI CASES,RED RETROSPOT MINI CASES,3254,"Bags, Storage & Travel",High,QA rule agreement,"Bags, Storage & Travel",High,,"Bags, Storage & Travel",26866.63,144.6,26722.03,3688,909,471,A
22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,SET OF 6 RIBBONS VINTAGE CHRISTMAS,3722,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,,26763.75,86.7,26677.05,9772,756,444,A
71459,HANGING JAM JAR T-LIGHT HOLDER,HANGING JAM JAR T-LIGHT HOLDER,1892,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,,26738.79,257.28000000000003,26481.51,32989,1017,445,A
22961,JAM MAKING SET PRINTED,JAM MAKING SET PRINTED,2067,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,26888.43,444.6,26443.83,17252,1200,558,A
22752,SET 7 BABUSHKA NESTING BOXES,SET 7 BABUSHKA NESTING BOXES,3605,"Bags, Storage & Travel",High,LLM only,"Bags, Storage & Travel",High,,,28139.45,1761.2,26378.25,3459,692,323,A
22867,HAND WARMER BIRD DESIGN,HAND WARMER BIRD DESIGN,1866,Bathroom & Personal Care,High,QA keyword correction,Other / Unclear,Medium,,Bathroom & Personal Care,26117.63,172.20000000000002,25945.43,11872,1054,521,A
48111,DOORMAT 3 SMILEY CATS,DOORMAT 3 SMILEY CATS,1187,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,25970.0,102.4,25867.6,4248,720,244,A
20971,PINK BLUE FELT CRAFT TRINKET BOX,PINK BLUE FELT CRAFT TRINKET BOX,2863,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,28580.97,2739.32,25841.65,22260,1148,490,A
82600,NO SINGING METAL SIGN,NO SINGING METAL SIGN,2562,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,25736.19,83.80000000000001,25652.390000000003,12675,1201,385,A
20711,JUMBO BAG TOYS,JUMBO BAG TOYS,2114,"Bags, Storage & Travel",High,LLM + rule agreement,"Bags, Storage & Travel",High,"Bags, Storage & Travel",,25719.13,70.31,25648.82,12643,1052,326,A
22507,MEMO BOARD RETROSPOT DESIGN,MEMO BOARD RETROSPOT DESIGN,2378,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,25603.46,118.1,25485.36,5455,900,445,A
22551,PLASTERS IN TIN SPACEBOY,PLASTERS IN TIN SPACEBOY,3070,Bathroom & Personal Care,High,QA keyword correction,Other / Unclear,Medium,,Bathroom & Personal Care,25912.87,435.15,25477.72,15441,1299,616,A
22835,HOT WATER BOTTLE I AM SO POORLY,HOT WATER BOTTLE I AM SO POORLY,1995,Bathroom & Personal Care,High,QA keyword correction,Kitchen & Dining,High,,Bathroom & Personal Care,27082.84,1744.8,25338.04,5302,1011,451,A
21080,SET/20 RED RETROSPOT PAPER NAPKINS,SET/20 RED RETROSPOT PAPER NAPKINS,3769,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,25416.93,433.67,24983.26,31076,2123,798,A
22149,FELTCRAFT 6 FLOWER FRIENDS,FELTCRAFT 6 FLOWER FRIENDS,1428,Toys & Children,High,LLM only,Toys & Children,High,,,26218.97,1244.4,24974.57,12674,1382,684,A
22087,PAPER BUNTING WHITE LACE,PAPER BUNTING WHITE LACE,2747,Seasonal & Celebrations,High,LLM only,Seasonal & Celebrations,High,,,25389.1,465.4,24923.7,8475,847,314,A
37503,TEA TIME CAKE STAND IN GIFT BOX,TEA TIME CAKE STAND IN GIFT BOX,4146,Kitchen & Dining,High,LLM + rule agreement,Kitchen & Dining,High,Kitchen & Dining,,25428.33,515.45,24912.88,2465,522,256,A
22084,PAPER CHAIN KIT EMPIRE,PAPER CHAIN KIT EMPIRE,2749,Seasonal & Celebrations,High,LLM only,Seasonal & Celebrations,High,,,25163.56,299.45,24864.11,8803,811,464,A
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,COLOUR GLASS T-LIGHT HOLDER HANGING,981,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,,25205.13,415.35,24789.78,40439,1259,524,A
23173,REGENCY TEAPOT ROSES,REGENCY TEAPOT ROSES,3316,Kitchen & Dining,High,LLM + rule agreement,Kitchen & Dining,High,Kitchen & Dining,,24879.13,436.4,24442.73,2766,416,248,A
22722,SET OF 6 SPICE TINS PANTRY DESIGN,SET OF 6 SPICE TINS PANTRY DESIGN,3725,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,24459.960000000003,141.70000000000002,24318.26,5972,835,394,A
48173C,DOORMAT BLACK FLOCK,DOORMAT BLACK FLOCK,1189,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,24256.47,55.93,24200.54,4147,537,224,A
84836,ZINC METAL HEART DECORATION,ZINC METAL HEART DECORATION,4675,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,24289.33,127.5,24161.83,19847,1408,662,A
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,WORLD WAR 2 GLIDERS ASSTD DESIGNS,4585,Toys & Children,High,QA keyword correction,Other / Unclear,Medium,,Toys & Children,24445.61,361.68,24083.93,106139,1019,482,A
22728,ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE PINK,155,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,24257.31,198.75,24058.56,6215,969,357,A
22698,PINK REGENCY TEACUP AND SAUCER,PINK REGENCY TEACUP AND SAUCER,3009,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,24374.620000000003,546.7500000000001,23827.870000000003,8193,1033,402,A
21231,SWEETHEART CERAMIC TRINKET BOX,SWEETHEART CERAMIC TRINKET BOX,4112,"Bags, Storage & Travel",High,LLM only,"Bags, Storage & Travel",High,,,24128.86,388.93,23739.93,19428,1482,500,A
21527,RED RETROSPOT TRADITIONAL TEAPOT,RED RETROSPOT TRADITIONAL TEAPOT,3271,Kitchen & Dining,High,LLM + rule agreement,Kitchen & Dining,High,Kitchen & Dining,,24968.47,1333.48,23634.99,3345,831,352,A
21955,DOORMAT UNION JACK GUNS AND ROSES,DOORMAT UNION JACK GUNS AND ROSES,1208,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,23734.4,183.28,23551.120000000003,3911,729,279,A
21481,FAWN BLUE HOT WATER BOTTLE,FAWN BLUE HOT WATER BOTTLE,1410,Bathroom & Personal Care,High,QA rule agreement,Bathroom & Personal Care,High,,Bathroom & Personal Care,25613.45,2065.9,23547.55,8174,1050,439,A
21790,VINTAGE SNAP CARDS,VINTAGE SNAP CARDS,4372,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,23506.17,162.67,23343.5,27244,1888,793,A
47590A,BLUE HAPPY BIRTHDAY BUNTING,BLUE HAPPY BIRTHDAY BUNTING,528,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,,24185.03,887.8000000000001,23297.230000000003,4753,690,355,A
23344,JUMBO BAG 50'S CHRISTMAS,JUMBO BAG 50'S CHRISTMAS,2099,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,,23772.07,486.96,23285.11,10285,716,391,A
22605,WOODEN CROQUET GARDEN SET,WOODEN CROQUET GARDEN SET,4553,Garden & Outdoor,High,LLM only,Garden & Outdoor,High,,,23426.82,170.29999999999998,23256.52,1827,642,377,A
20972,PINK CREAM FELT CRAFT TRINKET BOX,PINK CREAM FELT CRAFT TRINKET BOX,2884,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,24785.31,1553.39,23231.92,20496,1397,568,A
47566B,TEA TIME PARTY BUNTING,TEA TIME PARTY BUNTING,4152,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,,27564.75,4490.5,23074.25,6013,874,350,A
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,SET OF TEA COFFEE SUGAR TINS PANTRY,3752,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,23489.42,545.55,22943.87,4800,470,275,A
22607,WOODEN ROUNDERS GARDEN SET,WOODEN ROUNDERS GARDEN SET,4560,Garden & Outdoor,High,LLM only,Garden & Outdoor,High,,,22906.54,133.55,22772.99,2533,744,419,A
22625,RED KITCHEN SCALES,RED KITCHEN SCALES,3227,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,22911.55,299.2,22612.35,2627,950,440,A
22554,PLASTERS IN TIN WOODLAND ANIMALS,PLASTERS IN TIN WOODLAND ANIMALS,3073,Bathroom & Personal Care,High,QA rule agreement,Bathroom & Personal Care,High,,Bathroom & Personal Care,22853.72,243.15,22610.57,13588,1275,587,A
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,3 HOOK PHOTO SHELF ANTIQUE WHITE,41,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,23709.46,1212.1,22497.36,3141,661,269,A
84970S,HANGING HEART ZINC T-LIGHT HOLDER,HANGING HEART ZINC T-LIGHT HOLDER,1891,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,,22578.3,105.2,22473.1,26817,1523,616,A
84406B,CREAM CUPID HEARTS COAT HANGER,CREAM CUPID HEARTS COAT HANGER,1021,Bathroom & Personal Care,High,LLM only,Bathroom & Personal Care,High,,,23093.95,663.1,22430.85,7133,843,318,A
21936,RED RETROSPOT PICNIC BAG,RED RETROSPOT PICNIC BAG,3259,"Bags, Storage & Travel",High,LLM only,"Bags, Storage & Travel",High,,,22741.31,391.75,22349.56,7805,1046,396,A
21314,SMALL GLASS HEART TRINKET POT,SMALL GLASS HEART TRINKET POT,3956,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,24641.390000000003,2296.8,22344.590000000004,11426,1066,369,A
85014A,BLACK/BLUE POLKADOT UMBRELLA,BLACK/BLUE POLKADOT UMBRELLA,461,Fashion & Personal Accessories,High,QA keyword correction,Other / Unclear,Low,,Fashion & Personal Accessories,22213.7,47.6,22166.1,4656,712,361,A
22556,PLASTERS IN TIN CIRCUS PARADE,PLASTERS IN TIN CIRCUS PARADE,3068,Bathroom & Personal Care,High,QA keyword correction,Other / Unclear,Medium,,Bathroom & Personal Care,22334.08,176.55,22157.53,13585,1196,591,A
20749,ASSORTED COLOUR MINI CASES,ASSORTED COLOUR MINI CASES,250,"Bags, Storage & Travel",High,QA keyword correction,Other / Unclear,Low,,"Bags, Storage & Travel",22097.61,101.75,21995.86,3062,766,426,A
22113,GREY HEART HOT WATER BOTTLE,GREY HEART HOT WATER BOTTLE,1843,Bathroom & Personal Care,High,QA rule agreement,Bathroom & Personal Care,High,,Bathroom & Personal Care,22025.93,121.8,21904.13,5759,996,488,A
22499,WOODEN UNION JACK BUNTING,WOODEN UNION JACK BUNTING,4565,Seasonal & Celebrations,High,LLM only,Seasonal & Celebrations,High,,,21826.52,41.650000000000006,21784.87,3584,774,452,A
21791,VINTAGE HEADS AND TAILS CARD GAME,VINTAGE HEADS AND TAILS CARD GAME,4332,Toys & Children,High,LLM only,Toys & Children,High,,,22858.6,1156.25,21702.35,17604,1313,641,A
22585,PACK OF 6 BIRDY GIFT TAGS,PACK OF 6 BIRDY GIFT TAGS,2683,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,21977.3,442.91,21534.39,17557,1084,612,A
21210,SET OF 72 RETROSPOT PAPER DOILIES,SET OF 72 RETROSPOT PAPER DOILIES,3742,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,21727.19,197.55,21529.64,15118,1161,508,A
22502,PICNIC BASKET WICKER SMALL,PICNIC BASKET WICKER SMALL,2829,"Bags, Storage & Travel",High,LLM + rule agreement,"Bags, Storage & Travel",High,"Bags, Storage & Travel",,21910.3,436.42,21473.88,3706,923,335,A
23202,JUMBO BAG VINTAGE LEAF,JUMBO BAG VINTAGE LEAF,2117,"Bags, Storage & Travel",High,LLM + rule agreement,"Bags, Storage & Travel",High,"Bags, Storage & Travel",,21810.43,442.46,21367.97,10941,879,377,A
23209,LUNCH BAG VINTAGE DOILY,LUNCH BAG VINTAGE DOILY,2323,"Bags, Storage & Travel",High,Keyword rule override,Kitchen & Dining,High,"Bags, Storage & Travel",,21418.82,65.80000000000001,21353.02,13170,1098,469,A
21213,PACK OF 72 SKULL CAKE CASES,PACK OF 72 SKULL CAKE CASES,2698,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,21390.76,48.95,21341.81,40263,1481,528,A
22969,HOMEMADE JAM SCENTED CANDLES,HOMEMADE JAM SCENTED CANDLES,1988,Lighting & Candles,High,LLM only,Lighting & Candles,High,,,21501.99,185.8,21316.19,14461,709,472,A
22941,CHRISTMAS LIGHTS 10 REINDEER,CHRISTMAS LIGHTS 10 REINDEER,905,Seasonal & Celebrations,High,Keyword rule override,Lighting & Candles,High,Seasonal & Celebrations,,21727.58,610.3000000000001,21117.28,2615,483,315,A
22456,NATURAL SLATE CHALKBOARD LARGE,NATURAL SLATE CHALKBOARD LARGE,2527,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,21583.2,501.5,21081.7,4416,835,385,A
84997A,GREEN 3 PIECE MINI DOTS CUTLERY SET,GREEN 3 PIECE MINI DOTS CUTLERY SET,1769,Kitchen & Dining,High,LLM + rule agreement,Kitchen & Dining,High,Kitchen & Dining,,20882.48,98.7,20783.78,5363,670,278,A
23206,LUNCH BAG APPLE DESIGN,LUNCH BAG APPLE DESIGN,2313,"Bags, Storage & Travel",High,LLM + rule agreement,"Bags, Storage & Travel",High,"Bags, Storage & Travel",,20852.58,97.15,20755.43,12147,1036,401,A
48116,DOORMAT MULTICOLOUR STRIPE,DOORMAT MULTICOLOUR STRIPE,1199,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,20712.63,24.15,20688.48,3452,496,186,A
21218,RED SPOTTY BISCUIT TIN,RED SPOTTY BISCUIT TIN,3281,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,20800.31,277.25,20523.06,5256,897,313,A
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,15CM CHRISTMAS GLASS BALL 20 LIGHTS,25,Seasonal & Celebrations,High,Keyword rule override,Lighting & Candles,High,Seasonal & Celebrations,,21201.13,695.35,20505.78,2685,517,309,A
22294,HEART FILIGREE DOVE SMALL,HEART FILIGREE DOVE SMALL,1928,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,20629.38,133.75,20495.63,16671,861,414,A
22632,HAND WARMER RED RETROSPOT,HAND WARMER RED RETROSPOT,1869,Bathroom & Personal Care,High,QA keyword correction,Other / Unclear,Medium,,Bathroom & Personal Care,20540.33,71.5,20468.83,10290,779,438,A
22356,CHARLOTTE BAG PINK POLKADOT,CHARLOTTE BAG PINK POLKADOT,836,"Bags, Storage & Travel",High,QA rule agreement,"Bags, Storage & Travel",High,,"Bags, Storage & Travel",20871.9,430.74,20441.16,20015,1584,423,A
22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,GROW A FLYTRAP OR SUNFLOWER IN TIN,1845,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,20469.08,90.0,20379.08,17875,350,197,A
22424,ENAMEL BREAD BIN CREAM,ENAMEL BREAD BIN CREAM,1322,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,20886.89,570.45,20316.44,1529,739,310,A
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,STRAWBERRY LUNCH BOX WITH CUTLERY,4077,"Bags, Storage & Travel",High,LLM + rule agreement,"Bags, Storage & Travel",High,"Bags, Storage & Travel",,20345.53,86.25,20259.28,8227,1221,396,A
20723,STRAWBERRY CHARLOTTE BAG,STRAWBERRY CHARLOTTE BAG,4073,"Bags, Storage & Travel",High,QA keyword correction,Other / Unclear,Medium,,"Bags, Storage & Travel",20401.05,157.78,20243.27,18296,1379,356,A
85150,LADIES & GENTLEMEN METAL SIGN,LADIES & GENTLEMEN METAL SIGN,2163,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,20237.72,64.95,20172.77,8361,1110,369,A
37449,CERAMIC CAKE STAND + HANGING CAKES,CERAMIC CAKE STAND + HANGING CAKES,804,Kitchen & Dining,High,LLM + rule agreement,Kitchen & Dining,High,Kitchen & Dining,,22333.3,2234.15,20099.15,2382,477,205,A
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR","SET 3 RETROSPOT TEA,COFFEE,SUGAR",3582,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,20169.0,111.75,20057.25,3884,802,269,A
21258,VICTORIAN SEWING BOX LARGE,VICTORIAN SEWING BOX LARGE,4283,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,21386.56,1360.15,20026.41,1505,526,186,A
21622,VINTAGE UNION JACK CUSHION COVER,VINTAGE UNION JACK CUSHION COVER,4375,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,19936.94,212.85,19724.09,3699,626,329,A
21174,POTTERING IN THE SHED METAL SIGN,POTTERING IN THE SHED METAL SIGN,3121,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,19593.81,7.8,19586.01,9696,1135,402,A
22381,TOY TIDY PINK POLKADOT,TOY TIDY PINK POLKADOT,4194,Toys & Children,High,LLM only,Toys & Children,High,,,19619.54,62.75,19556.79,9265,1100,349,A
22568,FELTCRAFT CUSHION OWL,FELTCRAFT CUSHION OWL,1433,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,20244.97,725.1600000000001,19519.81,5479,875,389,A
48129,DOORMAT TOPIARY,DOORMAT TOPIARY,1206,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,19608.91,159.15,19449.76,3127,543,251,A
22570,FELTCRAFT CUSHION RABBIT,FELTCRAFT CUSHION RABBIT,1434,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,20901.1,1464.33,19436.77,5631,807,351,A
22617,BAKING SET SPACEBOY DESIGN,BAKING SET SPACEBOY DESIGN,314,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,20546.99,1147.55,19399.44,4251,942,600,A
22413,METAL SIGN TAKE IT OR LEAVE IT,METAL SIGN TAKE IT OR LEAVE IT,2392,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,19728.24,340.55,19387.69,6976,881,446,A
22558,CLOTHES PEGS RETROSPOT PACK 24,CLOTHES PEGS RETROSPOT PACK 24,970,Home Decor & Furnishings,High,QA keyword correction,Other / Unclear,Medium,,Home Decor & Furnishings,19513.17,130.71,19382.46,13809,1202,541,A
22900,SET 2 TEA TOWELS I LOVE LONDON,SET 2 TEA TOWELS I LOVE LONDON,3578,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,19834.04,552.5999999999999,19281.44,6156,723,252,A
21908,CHOCOLATE THIS WAY METAL SIGN,CHOCOLATE THIS WAY METAL SIGN,889,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,19125.980000000003,67.2,19058.78,9678,974,382,A
22952,60 CAKE CASES VINTAGE CHRISTMAS,60 CAKE CASES VINTAGE CHRISTMAS,110,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,,19240.05,241.2,18998.85,32988,1144,570,A
22427,ENAMEL FLOWER JUG CREAM,ENAMEL FLOWER JUG CREAM,1325,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,19273.28,291.5,18981.78,3210,798,460,A
22569,FELTCRAFT CUSHION BUTTERFLY,FELTCRAFT CUSHION BUTTERFLY,1432,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,20104.43,1170.63,18933.8,5521,784,360,A
22561,WOODEN SCHOOL COLOURING SET,WOODEN SCHOOL COLOURING SET,4561,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,19524.27,611.7,18912.57,11642,904,556,A
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,FAIRY CAKE FLANNEL ASSORTED COLOUR,1385,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,25407.27,6614.370000000001,18792.9,12962,613,325,A
22169,FAMILY ALBUM WHITE PICTURE FRAME,FAMILY ALBUM WHITE PICTURE FRAME,1402,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,19507.6,741.2,18766.4,2275,701,276,A
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,ANTIQUE SILVER TEA GLASS ENGRAVED,215,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,18744.17,44.54,18699.63,15810,680,312,A
47591D,PINK FAIRY CAKE CHILDRENS APRON,PINK FAIRY CAKE CHILDRENS APRON,2905,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,18716.67,23.4,18693.27,9643,1212,526,A
71053,WHITE METAL LANTERN,WHITE METAL LANTERN,4481,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,,18906.77,248.52,18658.25,4769,727,293,A
22555,PLASTERS IN TIN STRONGMAN,PLASTERS IN TIN STRONGMAN,3071,Bathroom & Personal Care,High,QA rule agreement,Bathroom & Personal Care,High,,Bathroom & Personal Care,18680.32,66.0,18614.32,11549,967,521,A
22041,"RECORD FRAME 7"" SINGLE SIZE","RECORD FRAME 7"" SINGLE SIZE",3188,Home Decor & Furnishings,High,QA keyword correction,Other / Unclear,High,,Home Decor & Furnishings,18650.87,103.95,18546.92,7540,555,101,A
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,CLASSIC METAL BIRDCAGE PLANT HOLDER,955,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,19194.13,670.1,18524.03,1758,419,249,A
21121,SET/10 RED POLKADOT PARTY CANDLES,SET/10 RED POLKADOT PARTY CANDLES,3758,Lighting & Candles,High,LLM only,Lighting & Candles,High,,,18442.7,212.5,18230.2,15215,873,466,A
84949,SILVER HANGING T-LIGHT HOLDER,SILVER HANGING T-LIGHT HOLDER,3874,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,,19015.8,793.8,18222.0,11945,693,330,A
21035,SET/2 RED RETROSPOT TEA TOWELS,SET/2 RED RETROSPOT TEA TOWELS,3763,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,18644.78,570.65,18074.13,5994,929,327,A
22061,LARGE CAKE STAND HANGING STRAWBERY,LARGE CAKE STAND HANGING STRAWBERY,2180,Kitchen & Dining,High,LLM + rule agreement,Kitchen & Dining,High,Kitchen & Dining,,19121.37,1060.35,18061.02,2171,520,219,A
21484,CHICK GREY HOT WATER BOTTLE,CHICK GREY HOT WATER BOTTLE,854,Bathroom & Personal Care,High,QA rule agreement,Bathroom & Personal Care,High,,Bathroom & Personal Care,18171.14,157.95000000000002,18013.19,4584,864,367,A
22505,MEMO BOARD COTTAGE DESIGN,MEMO BOARD COTTAGE DESIGN,2377,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,18034.63,94.05,17940.58,3773,744,397,A
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,SET/3 RED GINGHAM ROSE STORAGE BOX,3780,"Bags, Storage & Travel",High,LLM only,"Bags, Storage & Travel",High,,,18044.97,222.78,17822.190000000002,4621,814,323,A
22560,TRADITIONAL MODELLING CLAY,TRADITIONAL MODELLING CLAY,4199,"Stationery, Crafts & Wrapping",High,QA keyword correction,Other / Unclear,Medium,,"Stationery, Crafts & Wrapping",17861.71,191.2,17670.51,14836,742,420,A
