invoice_no,cancellation_date,customer_id,country,cancelled_lines,cancelled_products,cancelled_units,cancellation_value
C550024,2011-04-14 11:19:00,13089,United Kingdom,3,3,28,175.4
C514873,2010-07-07 10:26:00,14154,United Kingdom,1,1,16,175.2
C533109,2010-11-16 12:00:00,15093,United Kingdom,1,1,16,175.2
C522067,2010-09-10 16:46:00,13965,United Kingdom,1,1,16,175.2
C535038,2010-11-24 16:46:00,16812,United Kingdom,1,1,16,175.2
C539224,2010-12-16 13:01:00,17377,United Kingdom,1,1,1,175.0
C515793,2010-07-14 16:01:00,15941,United Kingdom,4,4,32,174.4
C510215,2010-05-28 08:17:00,15270,United Kingdom,1,1,32,174.4
C553904,2011-05-19 18:10:00,13081,United Kingdom,2,2,43,174.35
C574019,2011-11-02 12:05:00,12415,Australia,1,1,120,174.0
C505384,2010-04-22 09:18:00,17113,United Kingdom,10,10,92,171.58
C492636,2009-12-17 16:24:00,15498,United Kingdom,3,3,25,169.95
C576108,2011-11-14 10:32:00,15113,United Kingdom,1,1,24,169.92000000000002
C570278,2011-10-10 11:05:00,14534,United Kingdom,1,1,24,169.92000000000002
C511965,2010-06-11 13:34:00,14727,United Kingdom,24,24,376,169.9
C508400,2010-05-14 15:37:00,16067,United Kingdom,4,4,31,168.95
C507456,2010-05-10 10:24:00,12921,United Kingdom,3,3,25,168.75
C545525,2011-03-03 13:11:00,12415,Australia,2,2,110,168.7
C525217,2010-10-04 12:48:00,12768,Korea,10,10,102,168.69
C530832,2010-11-04 13:38:00,15158,United Kingdom,2,2,9,168.36
C546997,2011-03-18 13:32:00,12748,United Kingdom,22,22,224,167.43
C537406,2010-12-06 14:53:00,15502,United Kingdom,4,4,16,167.2
C556678,2011-06-13 17:21:00,13658,United Kingdom,1,1,4,167.0
C506952,2010-05-05 11:37:00,14849,United Kingdom,4,4,96,165.60000000000002
C547958,2011-03-28 15:18:00,15032,United Kingdom,1,1,100,165.0
C577131,2011-11-17 20:01:00,15861,United Kingdom,1,1,1,165.0
C506143,2010-04-27 16:21:00,15856,United Kingdom,2,2,30,163.5
C539632,2010-12-20 15:07:00,17230,United Kingdom,2,2,96,162.24
C509015,2010-05-19 13:36:00,14598,United Kingdom,40,40,165,162.07
C507650,2010-05-10 15:54:00,16735,United Kingdom,4,4,24,162.0
C510202,2010-05-28 07:44:00,16940,United Kingdom,4,4,24,162.0
C507454,2010-05-10 10:19:00,12921,United Kingdom,3,3,24,162.0
C567767,2011-09-22 10:58:00,17460,United Kingdom,7,7,59,159.85000000000002
C542604,2011-01-30 12:35:00,13148,United Kingdom,8,8,64,159.31
C560540,2011-07-19 12:26:00,12415,Australia,57,57,97,158.65
C519035,2010-08-13 11:13:00,16156,United Kingdom,6,6,156,158.51999999999998
C508727,2010-05-18 09:52:00,17617,United Kingdom,2,2,29,158.05
C509419,2010-05-23 12:58:00,14010,United Kingdom,4,4,49,157.05
C549968,2011-04-13 14:24:00,14064,United Kingdom,1,1,432,155.51999999999998
C515092,2010-07-08 11:31:00,14299,United Kingdom,2,2,14,153.29999999999998
C523978,2010-09-26 14:01:00,15093,United Kingdom,1,1,36,153.0
C558722,2011-07-01 14:18:00,12901,United Kingdom,1,1,12,153.0
C521842,2010-09-09 10:50:00,17324,United Kingdom,1,1,36,153.0
C559540,2011-07-10 12:39:00,18024,United Kingdom,1,1,36,153.0
C577040,2011-11-17 13:31:00,15864,United Kingdom,1,1,144,152.64
C544184,2011-02-16 15:47:00,16684,United Kingdom,1,1,144,152.64
C504534,2010-04-14 11:54:00,15061,United Kingdom,1,1,144,152.64
C543381,2011-02-07 15:52:00,15513,United Kingdom,1,1,144,152.64
C514689,2010-07-05 14:39:00,17307,United Kingdom,1,1,144,152.64
C538110,2010-12-09 15:24:00,17307,United Kingdom,1,1,144,152.64
C511833,2010-06-10 17:05:00,16210,United Kingdom,2,2,28,152.6
C512768,2010-06-17 16:35:00,14290,United Kingdom,2,2,28,152.6
C565026,2011-08-31 16:34:00,13694,United Kingdom,1,1,72,151.20000000000002
C517227,2010-07-27 13:16:00,17408,United Kingdom,1,1,72,151.20000000000002
C537413,2010-12-06 15:07:00,14409,United Kingdom,1,1,72,151.20000000000002
C567704,2011-09-22 09:41:00,17716,United Kingdom,9,9,68,150.2
C558095,2011-06-26 13:13:00,15046,United Kingdom,1,1,144,149.76
C556511,2011-06-13 10:42:00,16525,United Kingdom,1,1,144,149.76
C511333,2010-06-08 10:38:00,17677,United Kingdom,1,1,22,148.5
C489459,2009-12-01 10:44:00,17592,United Kingdom,13,13,38,148.3
C489881,2009-12-02 16:20:00,,Nigeria,2,2,47,147.05
C508410,2010-05-14 16:02:00,15485,United Kingdom,4,4,28,147.0
C569636,2011-10-05 12:14:00,12841,United Kingdom,19,19,74,145.95
C490358,2009-12-04 16:51:00,18225,United Kingdom,5,5,17,145.35
C565582,2011-09-05 12:38:00,14156,EIRE,1,1,100,145.0
C507603,2010-05-10 13:40:00,16661,United Kingdom,14,14,89,144.45
C541689,2011-01-20 16:16:00,13090,United Kingdom,1,1,17,144.33
C504843,2010-04-16 15:58:00,17949,United Kingdom,1,1,200,144.0
C503527,2010-04-01 13:13:00,16019,United Kingdom,1,1,200,144.0
C551464,2011-04-28 16:15:00,13085,United Kingdom,7,7,108,143.7
C516912,2010-07-25 11:06:00,14156,EIRE,7,7,50,142.8
C542383,2011-01-27 14:26:00,14299,United Kingdom,1,1,13,142.35
C498557,2010-02-21 11:18:00,14878,United Kingdom,2,2,132,142.2
C508476,2010-05-16 12:09:00,14970,United Kingdom,2,2,26,141.7
C497964,2010-02-15 13:27:00,16544,United Kingdom,1,1,48,141.60000000000002
C536391,2010-12-01 10:24:00,17548,United Kingdom,7,7,132,141.48000000000002
C510756,2010-06-03 12:50:00,15950,United Kingdom,1,1,41,141.45000000000002
C527289,2010-10-15 14:07:00,18018,United Kingdom,4,3,120,141.3
C559019,2011-07-05 13:10:00,14034,United Kingdom,3,3,108,139.8
C494033,2010-01-11 10:56:00,14527,United Kingdom,1,1,4,139.8
C559252,2011-07-07 11:42:00,12980,United Kingdom,1,1,4,139.8
C532343,2010-11-11 16:08:00,14680,United Kingdom,2,2,17,139.64999999999998
C532341,2010-11-11 16:05:00,14680,United Kingdom,2,2,17,139.64999999999998
C504955,2010-04-19 11:58:00,17888,United Kingdom,5,5,42,139.62
C498280,2010-02-17 16:22:00,17511,United Kingdom,26,26,45,139.57
C569655,2011-10-05 12:58:00,14534,United Kingdom,31,30,88,139.13
C519038,2010-08-13 11:17:00,14000,United Kingdom,1,1,20,139.0
C517949,2010-08-03 11:50:00,14113,United Kingdom,1,1,36,137.16
C578371,2011-11-24 11:16:00,14410,United Kingdom,23,23,38,136.85
C528144,2010-10-20 15:56:00,16019,United Kingdom,1,1,16,135.84
C504350,2010-04-13 09:52:00,14156,EIRE,1,1,128,135.68
C507271,2010-05-07 12:41:00,14535,United Kingdom,4,4,20,135.0
C508718,2010-05-17 17:21:00,13478,United Kingdom,5,5,20,135.0
C499774,2010-03-02 13:48:00,17011,United Kingdom,1,1,108,135.0
C527066,2010-10-14 14:03:00,15339,United Kingdom,2,1,36,135.0
C514020,2010-06-30 10:34:00,16104,United Kingdom,5,5,20,135.0
C569410,2011-10-04 09:48:00,13364,United Kingdom,10,10,71,134.96
C550475,2011-04-18 13:59:00,13798,United Kingdom,21,21,62,134.92000000000002
C572228,2011-10-21 14:03:00,15728,United Kingdom,4,4,34,134.8
C568232,2011-09-26 11:27:00,14808,United Kingdom,8,8,32,134.8
C541710,2011-01-21 11:17:00,14320,United Kingdom,11,11,86,134.68
C562728,2011-08-09 09:41:00,12406,Denmark,3,3,9,134.55
C518066,2010-08-04 12:45:00,17841,United Kingdom,3,3,102,134.29999999999998
C523281,2010-09-21 11:46:00,16886,United Kingdom,8,8,48,134.0
C568830,2011-09-29 11:34:00,13725,United Kingdom,10,10,139,133.15
C574955,2011-11-08 09:56:00,15066,United Kingdom,11,11,38,133.0
C533774,2010-11-18 15:53:00,12467,USA,9,9,129,132.8
C531296,2010-11-07 12:02:00,16401,United Kingdom,3,3,72,132.48000000000002
C508216,2010-05-13 14:56:00,13735,United Kingdom,6,6,28,132.2
C549786,2011-04-12 11:58:00,14071,United Kingdom,9,9,95,131.41
C494041,2010-01-11 11:57:00,12533,Germany,8,8,98,131.4
C537656,2010-12-07 16:21:00,15100,United Kingdom,1,1,12,131.39999999999998
C493992,2010-01-10 12:44:00,14685,United Kingdom,1,1,12,131.39999999999998
C510209,2010-05-28 08:03:00,14533,United Kingdom,1,1,12,131.39999999999998
C508726,2010-05-18 09:43:00,15527,United Kingdom,1,1,24,130.8
C516763,2010-07-22 17:02:00,13946,United Kingdom,1,1,24,130.8
C536062,2010-11-30 10:35:00,13102,United Kingdom,1,1,17,130.05
C554533,2011-05-24 17:33:00,16923,United Kingdom,1,1,40,130.0
C542140,2011-01-25 17:33:00,12947,United Kingdom,1,1,2,130.0
C555729,2011-06-06 16:50:00,13552,United Kingdom,7,7,14,129.29
C501536,2010-03-17 13:16:00,17511,United Kingdom,10,10,35,129.18
C491676,2009-12-13 12:09:00,14685,United Kingdom,4,4,37,128.54999999999998
C580263,2011-12-02 12:43:00,12536,France,9,9,129,128.45
C558716,2011-07-01 13:22:00,17888,United Kingdom,13,13,349,128.27
C511815,2010-06-10 16:03:00,16104,United Kingdom,4,4,19,128.25
C508695,2010-05-17 17:01:00,13327,United Kingdom,3,3,19,128.25
C510213,2010-05-28 08:15:00,16485,United Kingdom,5,5,19,128.25
C508684,2010-05-17 16:48:00,13668,United Kingdom,5,5,19,128.25
C574894,2011-11-07 14:43:00,12597,Spain,8,8,49,128.09
C533662,2010-11-18 13:07:00,17377,United Kingdom,1,1,15,127.5
C535309,2010-11-25 14:45:00,14482,United Kingdom,1,1,50,127.5
C498556,2010-02-21 11:16:00,14878,United Kingdom,1,1,120,127.2
C495697,2010-01-26 12:29:00,14527,United Kingdom,6,6,31,126.24999999999999
C525550,2010-10-05 19:31:00,15270,United Kingdom,7,6,126,126.1
C562952,2011-08-11 10:10:00,12749,United Kingdom,20,20,33,125.78
C575082,2011-11-08 13:30:00,12613,Germany,10,10,48,125.4
C525937,2010-10-07 17:16:00,18220,United Kingdom,2,1,74,125.06
C559530,2011-07-10 12:04:00,14808,United Kingdom,1,1,1,125.0
C516013,2010-07-16 09:53:00,16466,United Kingdom,1,1,1,125.0
C562561,2011-08-05 17:13:00,16729,United Kingdom,1,1,1,125.0
C557895,2011-06-23 14:20:00,15834,United Kingdom,1,1,1,125.0
C555889,2011-06-07 16:01:00,13476,United Kingdom,1,1,1,125.0
C556673,2011-06-13 17:08:00,16949,United Kingdom,1,1,1,125.0
C567716,2011-09-22 10:16:00,14543,United Kingdom,7,7,14,125.0
C499751,2010-03-02 11:46:00,17539,United Kingdom,1,1,1,125.0
C562110,2011-08-02 15:46:00,16316,United Kingdom,1,1,1,125.0
C560585,2011-07-19 15:47:00,13941,United Kingdom,1,1,21,124.95
C496314,2010-01-31 12:15:00,17677,United Kingdom,2,2,24,124.80000000000001
C498339,2010-02-18 10:36:00,16544,United Kingdom,2,2,48,124.8
C543661,2011-02-11 10:41:00,12471,Germany,6,6,19,124.8
C509608,2010-05-24 17:39:00,12773,Portugal,6,6,109,124.25
C506310,2010-04-29 10:59:00,12758,Portugal,4,4,64,124.24000000000001
C527748,2010-10-18 16:21:00,14850,United Kingdom,2,1,8,123.6
C525554,2010-10-05 19:49:00,13881,United Kingdom,2,2,29,123.25
C571233,2011-10-14 14:22:00,15856,United Kingdom,2,2,48,122.4
C528587,2010-10-22 14:03:00,13316,United Kingdom,1,1,48,122.4
C536548,2010-12-01 14:33:00,12472,Germany,14,14,40,122.3
C572481,2011-10-24 13:48:00,15632,United Kingdom,9,9,58,122.10000000000001
C530172,2010-11-02 09:59:00,17609,United Kingdom,1,1,74,122.1
C579878,2011-11-30 17:12:00,17340,United Kingdom,10,10,41,121.84
C516754,2010-07-22 16:32:00,13889,United Kingdom,5,5,18,121.5
C508922,2010-05-19 10:59:00,14667,United Kingdom,3,3,18,121.5
C504840,2010-04-16 15:30:00,13694,United Kingdom,1,1,288,120.96
C534838,2010-11-24 13:10:00,16634,United Kingdom,2,2,576,120.96
C547388,2011-03-22 16:07:00,12352,Norway,7,7,63,120.33000000000001
C529098,2010-10-26 13:58:00,15953,United Kingdom,1,1,96,120.0
C533125,2010-11-16 12:42:00,14609,United Kingdom,1,1,2400,120.0
C509380,2010-05-21 15:28:00,17677,United Kingdom,1,1,22,119.9
C508452,2010-05-14 16:33:00,13799,United Kingdom,1,1,22,119.9
C508687,2010-05-17 16:54:00,17677,United Kingdom,1,1,22,119.9
C516712,2010-07-22 12:17:00,14895,United Kingdom,1,1,4,119.8
C559947,2011-07-14 10:27:00,16701,United Kingdom,2,2,68,119.75999999999999
C575921,2011-11-11 17:01:00,12931,United Kingdom,1,1,184,119.6
C506719,2010-05-04 09:10:00,14233,United Kingdom,2,2,24,118.80000000000001
C525940,2010-10-07 17:23:00,15614,United Kingdom,2,2,24,118.80000000000001
C501817,2010-03-19 15:07:00,13415,United Kingdom,12,12,92,118.75
C508325,2010-05-14 11:34:00,12481,Germany,2,2,100,118.5
C503233,2010-03-30 17:03:00,15808,United Kingdom,12,11,24,118.35000000000001
C538690,2010-12-14 09:54:00,13802,United Kingdom,2,2,11,117.45
C503176,2010-03-30 14:03:00,12748,United Kingdom,2,2,31,117.45
C497878,2010-02-14 11:14:00,16711,United Kingdom,2,2,26,117.0
C580832,2011-12-06 11:40:00,12753,Japan,8,8,49,116.92999999999999
C494371,2010-01-13 16:25:00,12681,France,10,10,55,116.62
C574473,2011-11-04 12:05:00,15809,United Kingdom,8,8,50,116.56
C551139,2011-04-26 13:10:00,17061,United Kingdom,2,2,42,116.10000000000001
C554717,2011-05-26 11:04:00,13089,United Kingdom,2,2,21,115.94999999999999
C495319,2010-01-22 15:09:00,17888,United Kingdom,22,22,95,115.49000000000001
C565615,2011-09-05 15:20:00,12683,France,9,9,55,115.47
C542366,2011-01-27 12:54:00,13777,United Kingdom,10,10,43,115.44
C567681,2011-09-21 16:24:00,15433,United Kingdom,12,12,135,115.43
C510816,2010-06-03 19:44:00,16592,United Kingdom,8,8,58,115.1
C547208,2011-03-21 14:39:00,15189,United Kingdom,2,2,15,114.8
C493836,2010-01-07 13:49:00,12839,United Kingdom,5,5,84,114.6
C515570,2010-07-13 12:34:00,17931,United Kingdom,3,3,108,114.47999999999999
C564748,2011-08-30 08:00:00,14911,EIRE,5,5,83,113.73
C513459,2010-06-24 15:49:00,15323,United Kingdom,8,8,49,113.7
C570274,2011-10-10 10:52:00,13113,United Kingdom,2,2,39,113.54999999999998
C513954,2010-06-29 14:32:00,13963,United Kingdom,4,4,7,112.25
C508246,2010-05-14 09:33:00,16118,United Kingdom,2,2,25,111.95
C508764,2010-05-18 12:13:00,14916,United Kingdom,2,2,10,111.3
C501174,2010-03-15 10:55:00,12755,Japan,4,4,48,110.4
C561358,2011-07-26 15:10:00,12626,Germany,3,3,41,110.1
C540392,2011-01-06 18:06:00,12753,Japan,4,4,45,109.8
C579347,2011-11-29 11:47:00,17658,United Kingdom,4,4,94,109.54
C539253,2010-12-16 14:19:00,17188,United Kingdom,1,1,10,109.5
C511653,2010-06-09 14:03:00,16258,United Kingdom,1,1,20,109.0
C515788,2010-07-14 15:50:00,14543,United Kingdom,1,1,20,109.0
C501901,2010-03-21 15:38:00,13798,United Kingdom,9,9,26,108.99
C570099,2011-10-07 12:11:00,13798,United Kingdom,23,20,69,108.65
C514340,2010-07-01 15:01:00,14527,United Kingdom,26,26,44,108.33
C579785,2011-11-30 15:29:00,12584,Italy,5,5,12,108.25
C508729,2010-05-18 10:00:00,16719,United Kingdom,1,1,16,108.0
C511120,2010-06-07 10:50:00,12471,Germany,1,1,6,108.0
C513486,2010-06-24 17:51:00,18286,United Kingdom,3,3,16,108.0
C545724,2011-03-07 11:18:00,14051,United Kingdom,2,2,10,107.9
C505444,2010-04-22 10:57:00,13089,United Kingdom,4,4,168,107.75999999999999
C500733,2010-03-09 16:25:00,13089,United Kingdom,4,4,168,107.75999999999999
C522633,2010-09-16 09:42:00,12748,United Kingdom,8,8,98,107.48
C577196,2011-11-18 11:45:00,16924,United Kingdom,6,6,13,107.25
C511673,2010-06-09 14:50:00,16604,United Kingdom,3,3,60,106.20000000000002
C508526,2010-05-17 10:43:00,13089,United Kingdom,1,1,36,106.2
C527405,2010-10-17 14:35:00,14800,United Kingdom,1,1,100,106.0
C492739,2009-12-18 12:24:00,14607,United Kingdom,1,1,100,106.0
C567685,2011-09-21 16:35:00,16394,United Kingdom,7,7,203,105.42000000000002
C559031,2011-07-05 14:53:00,15985,United Kingdom,1,1,250,105.0
C524831,2010-09-30 17:14:00,15101,United Kingdom,1,1,3,104.85
C553903,2011-05-19 18:08:00,17671,United Kingdom,2,2,9,104.55
C549666,2011-04-11 12:17:00,13113,United Kingdom,19,19,32,104.13
C508761,2010-05-18 12:08:00,15194,United Kingdom,3,3,19,103.55000000000001
C496287,2010-01-29 17:03:00,17603,United Kingdom,3,3,19,103.55000000000001
C508404,2010-05-14 15:42:00,13162,United Kingdom,1,1,19,103.55
C510208,2010-05-28 08:00:00,14113,United Kingdom,1,1,19,103.55
C552049,2011-05-06 10:00:00,17548,United Kingdom,5,5,58,103.3
C507118,2010-05-06 11:38:00,15311,United Kingdom,15,15,35,103.07
C537756,2010-12-08 11:33:00,14952,United Kingdom,3,3,36,103.0
C580966,2011-12-06 14:52:00,16554,United Kingdom,10,10,63,102.45
C536814,2010-12-02 17:03:00,13958,United Kingdom,5,5,23,102.45
C541994,2011-01-25 09:49:00,14113,United Kingdom,1,1,24,102.0
C504549,2010-04-14 12:53:00,17716,United Kingdom,1,1,40,102.0
C575777,2011-11-11 11:15:00,13881,United Kingdom,1,1,40,102.0
C530722,2010-11-04 11:41:00,12770,Japan,1,1,24,102.0
C570854,2011-10-12 14:55:00,15473,United Kingdom,1,1,40,102.0
C570850,2011-10-12 14:44:00,15473,United Kingdom,1,1,40,102.0
C533823,2010-11-19 09:41:00,17621,United Kingdom,1,1,12,102.0
C518347,2010-08-06 14:12:00,16767,United Kingdom,1,1,24,102.0
C557111,2011-06-16 16:27:00,17865,United Kingdom,1,1,12,102.0
C515676,2010-07-14 11:19:00,15885,United Kingdom,1,1,8,102.0
C549191,2011-04-07 10:15:00,16422,United Kingdom,1,1,40,102.0
C539055,2010-12-15 16:36:00,13829,United Kingdom,1,1,12,102.0
C502307,2010-03-24 09:35:00,13694,United Kingdom,1,1,8,102.0
C523158,2010-09-20 15:17:00,16133,United Kingdom,1,1,12,102.0
C560219,2011-07-15 15:22:00,12451,Switzerland,1,1,120,102.0
C548573,2011-04-01 10:45:00,15045,United Kingdom,1,1,8,102.0
C526136,2010-10-08 14:22:00,14885,United Kingdom,1,1,24,102.0
C530971,2010-11-05 09:37:00,12770,Japan,1,1,24,102.0
C570853,2011-10-12 14:54:00,15473,United Kingdom,1,1,40,102.0
C520341,2010-08-25 12:58:00,16019,United Kingdom,1,1,12,102.0
C535281,2010-11-25 14:17:00,13090,United Kingdom,1,1,12,101.88
C514489,2010-07-02 15:09:00,12409,Switzerland,1,1,12,101.88
C557249,2011-06-17 15:34:00,16817,United Kingdom,3,3,10,101.7
C507358,2010-05-07 15:30:00,14527,United Kingdom,3,2,15,101.25
C517619,2010-07-30 11:33:00,17404,Sweden,1,1,240,100.8
C531828,2010-11-09 18:05:00,13599,United Kingdom,1,1,31,100.75
C527025,2010-10-14 11:59:00,12853,United Kingdom,2,2,10,100.64999999999999
C569990,2011-10-06 20:11:00,15505,United Kingdom,1,1,24,99.6
C526728,2010-10-12 17:32:00,14299,United Kingdom,1,1,10,99.5
C558088,2011-06-26 12:08:00,14475,United Kingdom,1,1,10,99.5
C503191,2010-03-30 15:07:00,13694,United Kingdom,1,1,20,99.0
C492541,2009-12-17 13:38:00,16908,United Kingdom,1,1,20,99.0
C581409,2011-12-08 14:08:00,12476,Germany,13,13,23,98.75
C547836,2011-03-27 10:19:00,15465,United Kingdom,1,1,9,98.55
C541222,2011-01-14 14:33:00,14299,United Kingdom,1,1,9,98.55
C580919,2011-12-06 14:07:00,16571,United Kingdom,10,10,27,98.51
C525563,2010-10-05 19:59:00,15736,United Kingdom,3,3,9,98.45
C494604,2010-01-15 12:22:00,12613,Germany,7,7,68,98.35
C507460,2010-05-10 10:48:00,13141,United Kingdom,1,1,18,98.1
C573021,2011-10-27 12:39:00,14911,EIRE,3,3,12,97.89999999999999
C492911,2009-12-21 12:10:00,14505,United Kingdom,1,1,23,97.75
C540837,2011-01-11 15:02:00,14733,United Kingdom,10,10,31,97.22
C574527,2011-11-04 13:58:00,14156,EIRE,1,1,24,96.96
C540937,2011-01-12 12:09:00,14748,United Kingdom,2,2,30,96.9
C489577,2009-12-01 13:38:00,14030,United Kingdom,3,3,52,96.8
C580131,2011-12-01 18:12:00,17576,United Kingdom,3,3,31,96.75
C577388,2011-11-18 16:58:00,14911,EIRE,10,10,23,96.15
C513935,2010-06-29 12:38:00,14040,United Kingdom,4,4,15,96.15
C514846,2010-07-06 16:07:00,13027,United Kingdom,1,1,240,96.0
C510813,2010-06-03 19:22:00,14930,Channel Islands,3,3,3,95.85000000000001
C513483,2010-06-24 17:36:00,13468,United Kingdom,3,3,14,95.8
C531133,2010-11-05 13:58:00,14911,EIRE,2,2,148,95.64
C507590,2010-05-10 13:00:00,12843,United Kingdom,2,2,38,95.5
C506304,2010-04-29 10:43:00,15173,United Kingdom,2,2,12,95.34
C573779,2011-11-01 10:57:00,16360,United Kingdom,7,7,9,95.25
C551017,2011-04-26 11:16:00,17975,United Kingdom,1,1,16,95.2
C564276,2011-08-24 10:53:00,16841,United Kingdom,1,1,16,95.2
C543347,2011-02-07 12:44:00,12472,Germany,15,15,41,94.93
C492013,2009-12-15 11:55:00,13577,United Kingdom,2,2,26,94.86
C549973,2011-04-13 14:30:00,17873,United Kingdom,2,2,48,94.80000000000001
C534014,2010-11-19 14:31:00,12749,United Kingdom,8,8,9,94.78999999999999
C542346,2011-01-27 12:00:00,12709,Germany,8,8,18,94.46
C543760,2011-02-11 15:12:00,15638,United Kingdom,2,2,52,94.0
C531775,2010-11-09 14:42:00,14062,United Kingdom,3,3,75,93.67000000000002
C493065,2009-12-21 16:49:00,14293,United Kingdom,1,1,144,93.6
C566090,2011-09-09 10:32:00,12477,Germany,3,3,28,93.17999999999999
C574291,2011-11-03 15:19:00,15290,United Kingdom,5,5,33,92.79999999999998
C513485,2010-06-24 17:48:00,14895,United Kingdom,1,1,17,92.65
C538891,2010-12-14 16:39:00,16233,United Kingdom,2,2,7,92.64999999999999
C545454,2011-03-02 17:04:00,15189,United Kingdom,2,2,9,92.55
C494992,2010-01-20 12:04:00,14290,United Kingdom,10,10,39,92.53
C540158,2011-01-05 11:42:00,12471,Germany,8,8,36,92.5
C516764,2010-07-22 17:05:00,14199,United Kingdom,1,1,12,91.8
C546645,2011-03-15 13:32:00,15311,United Kingdom,1,1,12,91.8
C506896,2010-05-05 09:22:00,15845,United Kingdom,9,9,35,91.73
C542539,2011-01-28 14:07:00,14229,United Kingdom,2,2,19,91.64999999999999
C516657,2010-07-22 11:28:00,17090,United Kingdom,1,1,24,91.44
C579886,2011-11-30 17:39:00,15676,United Kingdom,12,12,17,91.27
C580165,2011-12-02 11:21:00,12359,Cyprus,4,4,6,91.25
C521818,2010-09-08 15:57:00,12440,Austria,3,3,23,91.05
C510229,2010-05-28 09:34:00,14895,United Kingdom,2,2,9,90.75
C503389,2010-03-31 14:47:00,13676,United Kingdom,2,2,45,90.75
C503166,2010-03-30 13:23:00,17464,United Kingdom,2,2,60,90.6
C499291,2010-02-25 19:32:00,13777,United Kingdom,10,10,25,90.5
C498604,2010-02-21 16:16:00,13081,United Kingdom,11,11,55,90.4
C540030,2011-01-04 13:47:00,16029,United Kingdom,1,1,24,90.0
C530056,2010-11-01 11:21:00,14460,United Kingdom,3,3,72,90.0
C521158,2010-09-02 13:53:00,12414,Austria,7,7,192,90.0
C551195,2011-04-27 11:25:00,13113,United Kingdom,2,2,10,89.9
C498735,2010-02-22 16:03:00,16027,United Kingdom,1,1,6,89.69999999999999
C531811,2010-11-09 16:38:00,13851,United Kingdom,1,1,6,89.69999999999999
C526148,2010-10-08 14:59:00,14258,United Kingdom,1,1,6,89.69999999999999
