stock_code,gross_sales,units_sold,sales_invoices,known_customers,cancellation_value,cancellation_units,cancellation_invoices,description,estimated_net_revenue,cancellation_rate_pct,net_revenue_share_pct,abc_class
21213,21390.76,40263,1481,528,48.949999999999996,89.0,3.0,PACK OF 72 SKULL CAKE CASES,21341.809999999998,0.2288371240666531,0.11298722500219166,A
22969,21501.989999999998,14461,709,472,185.79999999999998,140.0,8.0,HOMEMADE JAM SCENTED CANDLES,21316.19,0.8641060664617555,0.11285158830106107,A
22941,21727.58,2615,483,315,610.3000000000001,74.0,26.0,CHRISTMAS LIGHTS 10 REINDEER,21117.280000000002,2.8088724100889286,0.1117985244360381,A
22456,21583.2,4416,835,385,501.5,104.0,52.0,NATURAL SLATE CHALKBOARD LARGE,21081.7,2.3235664776307496,0.11161015777615416,A
84997A,20882.48,5363,670,278,98.7,26.0,6.0,GREEN 3 PIECE MINI DOTS CUTLERY SET,20783.78,0.47264501151204263,0.11003291788541138,A
23206,20852.58,12147,1036,401,97.15,59.0,13.0,LUNCH BAG APPLE DESIGN,20755.43,0.4658895925588105,0.10988282809317668,A
48116,20712.63,3452,496,186,24.15,3.0,2.0,DOORMAT MULTICOLOUR STRIPE,20688.48,0.11659552649760073,0.10952838323990993,A
21218,20800.31,5256,897,313,277.25,79.0,27.0,RED SPOTTY BISCUIT TIN,20523.06,1.3329128267799855,0.10865262121410883,A
85048,21201.13,2685,517,309,695.35,93.0,50.0,15CM CHRISTMAS GLASS BALL 20 LIGHTS,20505.780000000002,3.2797780118323883,0.10856113791217531,A
22294,20629.38,16671,861,414,133.75,107.0,7.0,HEART FILIGREE DOVE SMALL,20495.63,0.6483471631236615,0.10850740206063449,A
22632,20540.33,10290,779,438,71.5,35.0,12.0,HAND WARMER RED RETROSPOT,20468.83,0.34809567324380863,0.10836551823587648,A
22356,20871.9,20015,1584,423,430.74,582.0,27.0,CHARLOTTE BAG PINK POLKADOT,20441.16,2.0637316200250098,0.10821902848098641,A
22693,20469.08,17875,350,197,90.0,72.0,2.0,GROW A FLYTRAP OR SUNFLOWER IN TIN,20379.08,0.4396875677851667,0.10789036624811413,A
22424,20886.89,1529,739,310,570.45,47.0,26.0,ENAMEL BREAD BIN CREAM,20316.44,2.7311390063336383,0.10755873927860508,A
21559,20345.53,8227,1221,396,86.25,34.0,19.0,STRAWBERRY LUNCH BOX WITH CUTLERY,20259.28,0.42392604173988097,0.10725612437475554,A
20723,20401.05,18296,1379,356,157.78,187.0,23.0,STRAWBERRY CHARLOTTE BAG,20243.27,0.7733915656302004,0.10717136467198034,A
85150,20237.72,8361,1110,369,64.95,26.0,12.0,LADIES & GENTLEMEN METAL SIGN,20172.77,0.32093536228389363,0.10679812550610573,A
37449,22333.3,2382,477,205,2234.15,255.0,71.0,CERAMIC CAKE STAND + HANGING CAKES,20099.149999999998,10.003671647271116,0.10640836852182642,A
21216,20169.0,3884,802,269,111.75,23.0,17.0,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",20057.25,0.5540681243492489,0.10618654269132792,A
21258,21386.559999999998,1505,526,186,1360.1499999999999,121.0,42.0,VICTORIAN SEWING BOX LARGE,20026.409999999996,6.359835335837087,0.10602327040940486,A
21622,19936.94,3699,626,329,212.85000000000002,43.0,17.0,VINTAGE UNION JACK CUSHION COVER,19724.09,1.0676161938592383,0.1044227361593735,A
21174,19593.81,9696,1135,402,7.8,4.0,3.0,POTTERING IN THE SHED METAL SIGN,19586.010000000002,0.03980849053859357,0.10369171681151582,A
22381,19619.54,9265,1100,349,62.75,30.0,10.0,TOY TIDY PINK POLKADOT,19556.79,0.3198342061026915,0.10353702108914906,A
22568,20244.97,5479,875,389,725.1600000000001,212.0,9.0,FELTCRAFT CUSHION OWL,19519.81,3.581926769958168,0.10334124258767326,A
48129,19608.91,3127,543,251,159.15,23.0,4.0,DOORMAT TOPIARY,19449.76,0.8116208397101113,0.10297038579945317,A
22570,20901.1,5631,807,351,1464.33,431.0,6.0,FELTCRAFT CUSHION RABBIT,19436.769999999997,7.005994899789964,0.10290161449782603,A
22617,20546.99,4251,942,600,1147.55,243.0,67.0,BAKING SET SPACEBOY DESIGN,19399.440000000002,5.585002961504337,0.10270398303595231,A
22413,19728.24,6976,881,446,340.55,129.0,6.0,METAL SIGN TAKE IT OR LEAVE IT,19387.690000000002,1.7262056828181327,0.10264177650830654,A
22558,19513.17,13809,1202,541,130.71,91.0,15.0,CLOTHES PEGS RETROSPOT PACK 24,19382.46,0.6698552823554554,0.10261408798578844,A
22900,19834.04,6156,723,252,552.5999999999999,216.0,11.0,SET 2 TEA TOWELS I LOVE LONDON,19281.440000000002,2.7861192172648632,0.10207927067321183,A
21908,19125.980000000003,9678,974,382,67.2,32.0,4.0,CHOCOLATE THIS WAY METAL SIGN,19058.780000000002,0.3513545449697218,0.10090047020975591,A
22952,19240.05,32988,1144,570,241.2,552.0,5.0,60 CAKE CASES VINTAGE CHRISTMAS,18998.85,1.2536349957510506,0.10058319044789965,A
22427,19273.280000000002,3210,798,460,291.5,50.0,20.0,ENAMEL FLOWER JUG CREAM,18981.780000000002,1.5124566238855035,0.10049281892220492,A
22569,20104.43,5521,784,360,1170.63,345.0,5.0,FELTCRAFT CUSHION BUTTERFLY,18933.8,5.822746528998833,0.10023880452250752,A
22561,19524.27,11642,904,556,611.7,410.0,11.0,WOODEN SCHOOL COLOURING SET,18912.57,3.1330236674661847,0.10012640923893991,A
21108,25407.27,12962,613,325,6614.370000000001,3159.0,4.0,FAIRY CAKE FLANNEL ASSORTED COLOUR,18792.9,26.033375486622536,0.0994928556080149,A
22169,19507.6,2275,701,276,741.2,93.0,35.0,FAMILY ALBUM WHITE PICTURE FRAME,18766.399999999998,3.7995447927987045,0.09935256003502653,A
84947,18744.170000000002,15810,680,312,44.54,37.0,12.0,ANTIQUE SILVER TEA GLASS ENGRAVED,18699.63,0.23762055081660055,0.09899906813282161,A
47591D,18716.67,9643,1212,526,23.4,12.0,5.0,PINK FAIRY CAKE CHILDRENS APRON,18693.269999999997,0.12502223953299385,0.0989653971953044,A
71053,18906.77,4769,727,293,248.52,68.0,19.0,WHITE METAL LANTERN,18658.25,1.314449797612178,0.09877999527205719,A
22555,18680.32,11549,967,521,66.0,40.0,8.0,PLASTERS IN TIN STRONGMAN,18614.32,0.3533130053446622,0.0985474222712505,A
22041,18650.87,7540,555,101,103.95,42.0,5.0,"RECORD FRAME 7"" SINGLE SIZE",18546.92,0.5573466546064607,0.09819059504032922,A
21340,19194.13,1758,419,249,670.1,62.0,14.0,CLASSIC METAL BIRDCAGE PLANT HOLDER,18524.030000000002,3.4911715196260524,0.09806941143030272,A
21121,18442.7,15215,873,466,212.5,170.0,9.0,SET/10 RED POLKADOT PARTY CANDLES,18230.2,1.1522174085139378,0.09651382470535325,A
84949,19015.8,11945,693,330,793.8,512.0,66.0,SILVER HANGING T-LIGHT HOLDER,18222.0,4.174423374246679,0.09647041249031534,A
21035,18644.780000000002,5994,929,327,570.65,207.0,5.0,SET/2 RED RETROSPOT TEA TOWELS,18074.13,3.0606421743780294,0.09568756319304045,A
22061,19121.37,2171,520,219,1060.35,114.0,63.0,LARGE CAKE STAND HANGING STRAWBERY,18061.02,5.545366257752452,0.09561815659070547,A
21484,18171.14,4584,864,367,157.95000000000002,51.0,4.0,CHICK GREY HOT WATER BOTTLE,18013.19,0.8692355020103308,0.09536493631689294,A
22505,18034.63,3773,744,397,94.05,19.0,12.0,MEMO BOARD COTTAGE DESIGN,17940.58,0.521496698296555,0.09498052644690493,A
21430,18044.97,4621,814,323,222.78,62.0,22.0,SET/3 RED GINGHAM ROSE STORAGE BOX,17822.190000000002,1.2345822686322006,0.09435374935686386,A
22560,17861.71,14836,742,420,191.2,175.0,4.0,TRADITIONAL MODELLING CLAY,17670.51,1.0704462226740887,0.09355072926211404,A
22352,17830.71,7090,1117,366,165.3,65.0,18.0,LUNCH BOX WITH CUTLERY RETROSPOT,17665.41,0.9270522598371014,0.0935237289820295,A
84970L,17664.18,17633,1145,463,34.2,36.0,3.0,SINGLE HEART ZINC T-LIGHT HOLDER,17629.98,0.19361215748480826,0.09333615644803037,A
84945,17746.71,21605,653,344,141.73,156.0,32.0,MULTI COLOUR SILVER T-LIGHT HOLDER,17604.98,0.7986269004226699,0.09320380213389044,A
21914,17725.36,12957,963,446,150.0,120.0,5.0,BLUE HARMONICA IN BOX,17575.36,0.8462451538360857,0.09304698874249745,A
22847,18352.739999999998,1157,482,264,794.55,49.0,36.0,BREAD BIN DINER STYLE IVORY,17558.19,4.329326302230621,0.09295608779954613,A
22633,17576.670000000002,8541,858,473,81.9,39.0,9.0,HAND WARMER UNION JACK,17494.77,0.4659585689439467,0.09262033137543595,A
84467,17477.66,816,83,40,79.9,2.0,1.0,ENGLISH ROSE DESIGN QUILTED THROW,17397.76,0.457155019607888,0.09210674369484734,A
20718,17457.35,13353,1213,428,71.74,58.0,9.0,RED RETROSPOT SHOPPER BAG,17385.609999999997,0.4109443873210997,0.09204241949817532,A
22297,17702.62,13715,969,391,343.75,275.0,6.0,HEART IVORY TRELLIS SMALL,17358.87,1.9418029647588888,0.09190085332377126,A
22557,17401.3,10369,1126,580,112.2,68.0,9.0,PLASTERS IN TIN VINTAGE PAISLEY,17289.1,0.6447794130323597,0.09153147890386953,A
21136,17451.45,10496,739,449,329.36999999999995,225.0,4.0,PAINTED METAL PEARS ASSORTED,17122.08,1.8873503347859342,0.09064724620196347,A
84992,17259.85,34797,1460,614,175.33,410.0,7.0,72 SWEETHEART FAIRY CAKE CASES,17084.519999999997,1.0158257458784408,0.09044839708039962,A
22366,17242.3,2540,568,252,209.97000000000003,29.0,4.0,DOORMAT AIRMAIL,17032.329999999998,1.2177609715641187,0.0901720942142011,A
21889,17095.66,12805,1123,595,193.75,155.0,13.0,WOODEN BOX OF DOMINOES,16901.91,1.1333285757905809,0.0894816282281959,A
21156,17002.28,9137,930,472,142.35,73.0,16.0,RETROSPOT CHILDRENS APRON,16859.93,0.8372406524301447,0.08925937886389212,A
23240,17000.17,4177,536,323,206.7,50.0,17.0,SET OF 4 KNICK KNACK TINS DOILY,16793.469999999998,1.2158701942392343,0.0889075281551825,A
22147,17893.579999999998,12828,1132,582,1142.8000000000002,904.0,13.0,FELTCRAFT BUTTERFLY HEARTS,16750.78,6.386648172137718,0.08868151992835717,A
22652,16794.05,9910,830,440,92.4,56.0,11.0,TRAVEL SEWING KIT,16701.649999999998,0.5501948606798241,0.08842141723020935,A
22654,16971.27,2534,597,300,306.40000000000003,52.0,25.0,DELUXE SEWING KIT,16664.87,1.805404074061635,0.08822669756324669,A
21535,16837.0,6776,1111,461,223.04999999999998,88.0,48.0,RED RETROSPOT SMALL MILK JUG,16613.95,1.3247609431608955,0.08795711829620648,A
22273,20150.99,7355,810,423,3562.7999999999997,1464.0,8.0,FELTCRAFT DOLL MOLLY,16588.190000000002,17.68052090740951,0.0878207404109167,A
21164,16626.41,5981,721,356,64.9,22.0,5.0,HOME SWEET HOME METAL SIGN,16561.51,0.3903428340814404,0.08767949188686655,A
22993,16478.48,12649,1073,431,85.0,68.0,9.0,SET OF 4 PANTRY JELLY MOULDS,16393.48,0.5158242750544952,0.08678991207066923,A
22776,17530.46,1708,691,420,1230.35,134.0,51.0,SWEETHEART CAKESTAND 3 TIER,16300.109999999999,7.018355479548169,0.0862955951782194,A
22837,16455.18,3534,450,221,157.65,37.0,2.0,HOT WATER BOTTLE BABUSHKA,16297.53,0.9580569765873117,0.08628193621300016,A
21533,16614.87,3343,954,425,375.0,80.0,32.0,RETRO SPOT LARGE MILK JUG,16239.869999999999,2.2570143491944266,0.0859766742228678,A
72760B,16409.02,1699,494,301,170.34,20.0,5.0,VINTAGE CREAM 3 BASKET CAKE STAND,16238.68,1.0380875884117393,0.08597037415751475,A
23301,16327.35,8807,913,405,168.89999999999998,114.0,11.0,GARDENERS KNEELING PAD KEEP CALM,16158.45,1.03446058300949,0.08554562269257687,A
22662,16213.61,9951,994,426,112.2,68.0,10.0,LUNCH BAG DOLLY GIRL DESIGN,16101.41,0.6920112177362105,0.0852436430894352,A
22296,16027.56,9719,833,428,13.2,8.0,3.0,HEART IVORY TRELLIS LARGE,16014.359999999999,0.0823581381071105,0.08478278536759995,A
22759,15866.56,9380,795,472,42.900000000000006,26.0,3.0,SET OF 3 NOTEBOOKS IN PARCEL,15823.66,0.2703799689409677,0.08377318665934053,A
22193,16117.98,1910,617,265,319.59999999999997,39.0,18.0,RED DINER WALL CLOCK,15798.38,1.9828787478331649,0.08363934997688222,A
35004C,16218.1,3062,380,112,426.8,88.0,31.0,SET OF 3 COLOURED FLYING DUCKS,15791.300000000001,2.631627625924122,0.0836018672351178,A
22690,15836.35,2530,437,278,48.3,6.0,4.0,DOORMAT HOME SWEET HOME BLUE,15788.050000000001,0.3049945220963164,0.08358466117427961,A
21155,16343.09,6665,969,364,562.69,263.0,25.0,RED RETROSPOT PEG BAG,15780.4,3.442984160278136,0.08354416075415279,A
22487,16373.699999999999,1632,898,611,635.6,70.0,37.0,WHITE WOOD GARDEN PLANT LADDER,15738.099999999999,3.881834893762558,0.08332021725462802,A
23313,15798.66,2990,401,254,64.35,13.0,2.0,VINTAGE CHRISTMAS BUNTING,15734.31,0.40731302528189095,0.0833001523406044,A
22367,15778.67,8059,1156,593,99.45,51.0,13.0,CHILDRENS APRON SPACEBOY DESIGN,15679.22,0.630281259447089,0.08300849637396564,A
84375,15753.18,7575,796,389,120.89999999999999,61.0,5.0,SET OF 20 KIDS COOKIE CUTTERS,15632.28,0.7674640929640872,0.08275998791373651,A
22619,15620.09,4008,708,421,37.5,10.0,3.0,SET OF 6 SOLDIER SKITTLES,15582.59,0.24007544130667618,0.08249692047895198,A
21891,15547.75,12142,835,483,118.07,93.0,13.0,TRADITIONAL WOODEN SKIPPING ROPE,15429.68,0.7594024858902413,0.08168738855194647,A
22749,15354.35,3759,685,383,3.75,1.0,1.0,FELTCRAFT PRINCESS CHARLOTTE DOLL,15350.6,0.02442304623771114,0.08126872538545904,A
22692,15965.95,2135,606,293,665.0500000000001,143.0,3.0,DOORMAT WELCOME TO OUR HOME,15300.900000000001,4.165427049439589,0.08100560500894885,A
84378,15388.44,11637,1248,601,116.06,93.0,9.0,SET OF 3 HEART COOKIE CUTTERS,15272.380000000001,0.754202505257193,0.08085461520737802,A
22365,15289.79,2329,443,193,22.65,3.0,2.0,DOORMAT RESPECTABLE HOUSE,15267.140000000001,0.14813807122269174,0.08082687374313428,A
21844,15329.44,5374,494,252,141.20000000000002,48.0,25.0,RED RETROSPOT MUG,15188.24,0.9211034453965703,0.08040916352770865,A
21975,15236.619999999999,31332,1303,543,49.26,95.0,4.0,PACK OF 60 DINOSAUR CAKE CASES,15187.359999999999,0.3233000494860409,0.08040450465585092,A
22940,15282.81,3491,586,392,120.75,39.0,7.0,FELTCRAFT CHRISTMAS FAIRY,15162.06,0.7901033906722652,0.08027056208994131,A
21165,15167.38,9360,966,321,82.59,51.0,6.0,BEWARE OF THE CAT METAL SIGN,15084.789999999999,0.5445238399776363,0.0798614813757976,A
22170,15645.27,2385,575,279,581.9,90.0,27.0,PICTURE FRAME WOOD TRIPLE PORTRAIT,15063.37,3.7193349811156984,0.0797480801994425,A
22634,15946.55,1688,499,322,906.3,94.0,53.0,CHILDS BREAKFAST SET SPACEBOY,15040.25,5.683360977766351,0.07962567892972588,A
22173,15411.9,5026,997,383,399.71999999999997,146.0,10.0,METAL 4 HOOK HANGER FRENCH CHATEAU,15012.18,2.593580285363907,0.07947707150580957,A
35970,15072.58,8375,692,415,122.86000000000001,74.0,7.0,ZINC FOLKART SLEIGH BELLS,14949.72,0.8151225603048716,0.07914639748736237,A
22909,15275.82,17144,1086,578,334.22,470.0,12.0,SET OF 20 VINTAGE CHRISTMAS NAPKINS,14941.6,2.1879021879021883,0.0791034088061297,A
82582,15110.980000000001,7479,796,258,241.38,129.0,8.0,AREA PATROLLED METAL SIGN,14869.600000000002,1.5973815066924844,0.07872222838140672,A
21094,15334.029999999999,19633,984,328,495.24,762.0,5.0,SET/6 RED SPOTTY PAPER PLATES,14838.789999999999,3.229679347177487,0.07855911492466064,A
21877,15954.75,14054,755,323,1176.8200000000002,1086.0,23.0,HOME SWEET HOME MUG,14777.93,7.375985208166848,0.0782369115823184,A
21122,14844.78,12209,807,441,91.25,73.0,4.0,SET/10 PINK POLKADOT PARTY CANDLES,14753.53,0.6146941887990256,0.07810773377171781,A
22635,15795.01,1660,485,325,1113.4499999999998,124.0,25.0,CHILDS BREAKFAST SET DOLLY GIRL,14681.560000000001,7.04937825300522,0.07772671217217178,A
22946,15060.57,976,275,152,390.3,26.0,14.0,WOODEN ADVENT CALENDAR CREAM,14670.27,2.591535380135015,0.07766694096390617,A
22730,14867.27,3702,746,289,217.5,58.0,14.0,ALARM CLOCK BAKELIKE IVORY,14649.77,1.4629451136624276,0.07755841042631142,A
21770,14807.300000000001,2991,651,423,212.4,48.0,4.0,OPEN CLOSED METAL SIGN,14594.900000000001,1.4344276134069005,0.07726791917763712,A
17003,14766.42,70369,456,215,215.78,740.0,6.0,BROCADE RING PURSE,14550.64,1.4612885181377746,0.07703359909988376,A
22485,14677.84,1101,419,280,165.75,13.0,8.0,SET OF 2 WOODEN MARKET CRATES,14512.09,1.129253350629248,0.07682950874747999,A
22606,14881.94,1069,374,269,430.7,34.0,17.0,WOODEN SKITTLES GARDEN SET,14451.24,2.8941119235798554,0.07650735834686338,A
84050,14525.0,9853,715,308,107.30000000000001,66.0,13.0,PINK HEART SHAPE EGG FRYING PAN,14417.7,0.7387263339070569,0.07632979179901325,A
21912,14651.33,3734,828,447,285.0,76.0,3.0,VINTAGE SNAKES & LADDERS,14366.33,1.9452158950757372,0.07605783015431851,A
21672,14411.13,11120,815,278,81.3,62.0,8.0,WHITE SPOT RED CERAMIC DRAWER KNOB,14329.83,0.5641472944869694,0.0758645928556742,A
20748,14266.98,1600,183,86,0.0,0.0,0.0,KENSINGTON COFFEE SET,14266.98,0.0,0.07553185410992641,A
21169,14262.61,8856,772,278,54.57,33.0,9.0,YOU'RE CONFUSING ME METAL SIGN,14208.04,0.38260879320124436,0.07521981557891011,A
22179,14418.61,2023,566,201,217.85,35.0,11.0,SET 10 LIGHTS NIGHT OWL,14200.76,1.510894600797164,0.07518127400263255,A
85232B,15587.0,3086,561,208,1502.75,305.0,29.0,SET/3 RUSSIAN DOLL STACKING TINS,14084.25,9.641047026368128,0.0745644499570148,A
23200,14188.960000000001,7067,595,262,243.63000000000002,134.0,6.0,JUMBO BAG PEARS,13945.330000000002,1.7170391628420971,0.07382898350420203,A
22627,14016.8,1600,653,322,125.71000000000001,16.0,14.0,MINT KITCHEN SCALES,13891.09,0.8968523486102392,0.07354182758424402,A
84380,14076.34,10405,1114,490,251.39,219.0,9.0,SET OF 3 BUTTERFLY COOKIE CUTTERS,13824.95,1.7859045746266426,0.07319167101075541,A
21668,13912.17,10357,825,255,106.42,87.0,12.0,RED STRIPE CERAMIC DRAWER KNOB,13805.75,0.7649417740007489,0.07309002289749594,A
22295,13873.54,8411,706,381,79.2,48.0,4.0,HEART FILIGREE DOVE LARGE,13794.34,0.5708708808278204,0.07302961638852247,A
21257,13968.48,1549,532,206,205.3,27.0,15.0,VICTORIAN SEWING BOX MEDIUM,13763.18,1.4697375806100592,0.07286464997137845,A
22444,13856.6,10132,453,249,142.5,114.0,9.0,GROW YOUR OWN PLANT IN A CAN,13714.1,1.028390802938672,0.07260481198185893,A
21669,13839.18,10578,805,262,147.32,106.0,13.0,BLUE STRIPE CERAMIC DRAWER KNOB,13691.86,1.0645139379645325,0.07248706958400004,A
22333,15639.65,10030,697,333,1947.8999999999999,1326.0,22.0,RETROSPOT PARTY BAG + STICKER SET,13691.75,12.454882302353312,0.07248648722501783,A
21259,13843.92,2293,655,300,155.65,27.0,17.0,VICTORIAN SEWING BOX SMALL,13688.27,1.124320279227271,0.07246806350448956,A
22621,13784.32,8726,875,507,114.05,85.0,7.0,TRADITIONAL KNITTING NANCY,13670.27,0.8273893815581763,0.0723727683983088,A
23077,13695.77,10395,344,217,75.0,60.0,3.0,DOUGHNUT LIP GLOSS,13620.77,0.5476143363972964,0.07211070685631174,A
22191,16216.05,1967,620,335,2703.8500000000004,350.0,22.0,IVORY DINER WALL CLOCK,13512.199999999999,16.673912574270556,0.07153591854086483,A
21888,13862.17,3520,825,444,363.75,97.0,10.0,BINGO SET,13498.42,2.6240480386548426,0.0714629648429109,A
22109,13750.11,3338,642,205,271.26,78.0,18.0,FULL ENGLISH BREAKFAST PLATE,13478.85,1.9727842177262582,0.07135935788580215,A
23343,13972.710000000001,6078,476,286,505.68,271.0,7.0,JUMBO BAG VINTAGE CHRISTMAS,13467.03,3.619054571375202,0.07129678076607679,A
21390,13552.97,10937,588,280,93.75,75.0,4.0,FILIGRIS HEART WITH BUTTERFLY,13459.22,0.6917302997055258,0.07125543327833947,A
47556B,13714.66,5205,453,209,402.6,156.0,3.0,TEA TIME TEA TOWELS,13312.06,2.9355448840875384,0.07047634284358616,A
23356,13334.32,2359,476,316,53.55,9.0,2.0,LOVE HOT WATER BOTTLE,13280.77,0.40159528194913574,0.07031068818400862,A
23328,13269.49,2841,405,195,29.64,8.0,5.0,SET 6 SCHOOL MILK BOTTLES IN CRATE,13239.85,0.2233695492441684,0.07009405064262439,A
22150,14486.55,7815,938,505,1264.8,764.0,9.0,3 STRIPEY MICE FELTCRAFT,13221.75,8.730857243443056,0.06999822611918707,A
35400,13999.1,1435,419,241,779.4499999999999,91.0,45.0,WOODEN BOX ADVENT CALENDAR,13219.65,5.56785793372431,0.06998710835679932,A
21539,13551.64,2723,709,290,334.31,70.0,49.0,RED RETROSPOT BUTTER DISH,13217.33,2.4669338913961707,0.06997482587644713,A
15044A,13210.85,4964,250,116,8.05,3.0,2.0,PINK PAPER PARASOL,13202.800000000001,0.060934761957027746,0.06989790154906901,A
22667,13586.350000000002,4845,848,406,393.50000000000006,138.0,38.0,RECIPE BOX RETROSPOT,13192.850000000002,2.8962892903539212,0.06984522453204133,A
21673,13272.39,10050,763,263,143.95,103.0,8.0,WHITE SPOT BLUE CERAMIC DRAWER KNOB,13128.439999999999,1.0845823547981939,0.06950422687709117,A
22271,13921.730000000001,4866,787,400,839.2,304.0,7.0,FELTCRAFT DOLL ROSIE,13082.53,6.027986464325914,0.06926117141460461,A
22636,13437.03,1618,489,312,375.7,45.0,24.0,CHILDS BREAKFAST SET CIRCUS PARADE,13061.33,2.796004771887835,0.06914893495621394,A
21098,13263.93,8537,596,269,246.39,219.0,6.0,CHRISTMAS TOILET ROLL,13017.54,1.8575942424304108,0.06891710313956644,A
21380,14593.320000000002,5031,651,325,1601.7,582.0,6.0,WOODEN HAPPY BIRTHDAY GARLAND,12991.62,10.975569644193369,0.06877987818666614,A
22207,13298.57,3103,480,189,324.75,85.0,6.0,FRYING PAN UNION FLAG,12973.82,2.441991883337833,0.06868564191499851,A
23108,13290.52,2219,372,271,317.6,64.0,18.0,SET OF 10 LED DOLLY LIGHTS,12972.92,2.389673240776132,0.06868087715968949,A
20676,13105.7,10475,966,372,156.81,137.0,13.0,RED RETROSPOT BOWL,12948.890000000001,1.1965022852651899,0.06855365819293818,A
21935,13103.21,7127,921,234,196.15,131.0,4.0,SUKI SHOULDER BAG,12907.06,1.4969614315881377,0.06833220295451922,A
22088,13076.880000000001,4399,619,266,198.04999999999998,75.0,5.0,PAPER BUNTING COLOURED LACE,12878.830000000002,1.5145049889576105,0.06818274846299242,A
22584,13287.78,5222,589,417,425.85,197.0,5.0,PACK OF 6 PANNETONE GIFT BOXES,12861.93,3.2048242821599993,0.06809327694663384,A
22553,13013.15,7794,1090,507,158.4,96.0,10.0,PLASTERS IN TIN SKULLS,12854.75,1.2172302632337288,0.06805526478761284,A
22236,13965.519999999999,1127,421,251,1121.25,95.0,47.0,CAKE STAND 3 TIER MAGIC GARDEN,12844.269999999999,8.028702117787237,0.06799978185912536,A
84988,12913.24,8305,1019,379,91.27,64.0,3.0,SET OF 72 PINK HEART PAPER DOILIES,12821.97,0.7067939572098094,0.06788172181091255,A
