description_id,classification_text,description,product_category,confidence,classification_method,llm_product_category,llm_confidence,rule_category,qa_rule_category
168,AMBER FINE BEAD NECKLACE W TASSEL,AMBER FINE BEAD NECKLACE W TASSEL,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
169,AMBER GLASS BRACELET HEART CHARMS,AMBER GLASS BRACELET HEART CHARMS,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
170,AMBER GLASS TASSLE BAG CHARM,AMBER GLASS TASSLE BAG CHARM,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
171,AMBER GLASS/SHELL/PEARL NECKLACE,AMBER GLASS/SHELL/PEARL NECKLACE,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
172,AMBER GLASS/SILVER BRACELET,AMBER GLASS/SILVER BRACELET,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
173,AMBER VINTAGE EARRINGS,AMBER VINTAGE EARRINGS,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
174,AMETHYST 3 BEAD DROP EARRINGS,AMETHYST 3 BEAD DROP EARRINGS,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
175,AMETHYST CHUNKY BEAD BRACELET W STR,AMETHYST CHUNKY BEAD BRACELET W STR,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
176,AMETHYST DIAMANTE EXPANDABLE RING,AMETHYST DIAMANTE EXPANDABLE RING,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
177,AMETHYST DROP EARRINGS W LONG BEADS,AMETHYST DROP EARRINGS W LONG BEADS,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
178,AMETHYST GLASS/SHELL/PEARL NECKLACE,AMETHYST GLASS/SHELL/PEARL NECKLACE,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
179,AMETHYST HOOP EARRING FLORAL LEAF,AMETHYST HOOP EARRING FLORAL LEAF,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
180,ANGEL DECORATION 3 BUTTONS,ANGEL DECORATION 3 BUTTONS,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
181,ANGEL DECORATION PAINTED ZINC,ANGEL DECORATION PAINTED ZINC,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
182,ANGEL DECORATION STARS ON DRESS,ANGEL DECORATION STARS ON DRESS,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
183,ANGEL DECORATION WITH LACE PADDED,ANGEL DECORATION WITH LACE PADDED,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
184,ANGEL ON KNEES METAL POLE 100CM H,ANGEL ON KNEES METAL POLE 100CM H,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
185,ANIMAL STICKERS,ANIMAL STICKERS,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
186,ANT COPPER LIME BOUDICCA BRACELET,ANT COPPER LIME BOUDICCA BRACELET,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
187,ANT COPPER PINK BOUDICCA BRACELET,ANT COPPER PINK BOUDICCA BRACELET,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
188,ANT COPPER RED BOUDICCA BRACELET,ANT COPPER RED BOUDICCA BRACELET,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
189,ANT COPPER TURQ BOUDICCA BRACELET,ANT COPPER TURQ BOUDICCA BRACELET,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
190,ANT SILVER FUSCHIA BOUDICCA RING,ANT SILVER FUSCHIA BOUDICCA RING,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
191,ANT SILVER LIME GREEN BOUDICCA RING,ANT SILVER LIME GREEN BOUDICCA RING,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
192,ANT SILVER PURPLE BOUDICCA RING,ANT SILVER PURPLE BOUDICCA RING,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
193,ANT SILVER TURQUOISE BOUDICCA RING,ANT SILVER TURQUOISE BOUDICCA RING,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
194,ANT WHITE HIGH RISE BIRD BOX,ANT WHITE HIGH RISE BIRD BOX,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
195,ANT WHITE IRON BASKET,ANT WHITE IRON BASKET,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
196,ANT WHITE SWEETHEART TABLE W 3 DRAW,ANT WHITE SWEETHEART TABLE W 3 DRAW,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
197,ANT WHITE WIRE HEART SPIRAL,ANT WHITE WIRE HEART SPIRAL,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
198,ANTIQUE ALL GLASS CANDLESTICK,ANTIQUE ALL GLASS CANDLESTICK,Lighting & Candles,High,LLM only,Lighting & Candles,High,,
199,ANTIQUE CREAM CUTLERY CUPBOARD,ANTIQUE CREAM CUTLERY CUPBOARD,Kitchen & Dining,High,LLM + rule agreement,Kitchen & Dining,High,Kitchen & Dining,
200,ANTIQUE CREAM CUTLERY SHELF,ANTIQUE CREAM CUTLERY SHELF,Kitchen & Dining,High,LLM + rule agreement,Kitchen & Dining,High,Kitchen & Dining,
201,ANTIQUE EDWARDIAN DRESSER,ANTIQUE EDWARDIAN DRESSER,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
202,ANTIQUE GLASS DRESSING TABLE POT,ANTIQUE GLASS DRESSING TABLE POT,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
203,ANTIQUE GLASS HEART DECORATION,ANTIQUE GLASS HEART DECORATION,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
204,ANTIQUE GLASS PEDESTAL BOWL,ANTIQUE GLASS PEDESTAL BOWL,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
205,ANTIQUE GLASS PLACE SETTING,ANTIQUE GLASS PLACE SETTING,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
206,ANTIQUE GLASS RIDGED HANGING BALL,ANTIQUE GLASS RIDGED HANGING BALL,Lighting & Candles,High,LLM only,Lighting & Candles,High,,
207,ANTIQUE HEART SHELF UNIT,ANTIQUE HEART SHELF UNIT,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
208,ANTIQUE IVORY WIRE BOWL SMALL,ANTIQUE IVORY WIRE BOWL SMALL,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
209,ANTIQUE LILY FAIRY LIGHTS,ANTIQUE LILY FAIRY LIGHTS,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,
210,ANTIQUE MID BLUE FLOWER EARRINGS,ANTIQUE MID BLUE FLOWER EARRINGS,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
211,ANTIQUE OLIVE GREEN FLOWER EARRINGS,ANTIQUE OLIVE GREEN FLOWER EARRINGS,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
212,ANTIQUE OPAL WHITE FLOWER EARRINGS,ANTIQUE OPAL WHITE FLOWER EARRINGS,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
213,ANTIQUE RASPBERRY FLOWER EARRINGS,ANTIQUE RASPBERRY FLOWER EARRINGS,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
214,ANTIQUE SILVER BAUBLE LAMP,ANTIQUE SILVER BAUBLE LAMP,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,
215,ANTIQUE SILVER TEA GLASS ENGRAVED,ANTIQUE SILVER TEA GLASS ENGRAVED,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
216,ANTIQUE SILVER TEA GLASS ETCHED,ANTIQUE SILVER TEA GLASS ETCHED,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
217,ANTIQUE TALL SWIRLGLASS TRINKET POT,ANTIQUE TALL SWIRLGLASS TRINKET POT,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
218,APOTHECARY MEASURING JAR,APOTHECARY MEASURING JAR,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,
219,APPLE BATH SPONGE,APPLE BATH SPONGE,Bathroom & Personal Care,High,LLM only,Bathroom & Personal Care,High,,
220,APRON APPLE DELIGHT,APRON APPLE DELIGHT,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
221,APRON MODERN VINTAGE COTTON,APRON MODERN VINTAGE COTTON,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
222,AQUA BERTIE GLASS BEAD BAG CHARM,AQUA BERTIE GLASS BEAD BAG CHARM,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,
223,ARCHED GREY MIRROR,ARCHED GREY MIRROR,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
224,AREA PATROLLED METAL SIGN,AREA PATROLLED METAL SIGN,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
225,ARMY CAMO BOOKCOVER TAPE,ARMY CAMO BOOKCOVER TAPE,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,
226,ARMY CAMO WRAPPING TAPE,ARMY CAMO WRAPPING TAPE,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,
227,"ART LIGHTS,FUNK MONKEY","ART LIGHTS,FUNK MONKEY",Lighting & Candles,High,LLM only,Lighting & Candles,High,,
228,ASS COL CIRCLE MOBILE,ASS COL CIRCLE MOBILE,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
229,ASS COL LARGE SAND FROG P'WEIGHT,ASS COL LARGE SAND FROG P'WEIGHT,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,
230,ASS COL LARGE SAND GECKO P'WEIGHT,ASS COL LARGE SAND GECKO P'WEIGHT,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,
231,ASS COL SMALL SAND FROG P'WEIGHT,ASS COL SMALL SAND FROG P'WEIGHT,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,
232,ASS COL SMALL SAND GECKO P'WEIGHT,ASS COL SMALL SAND GECKO P'WEIGHT,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,
233,ASS COLOUR GLOWING TIARAS,ASS COLOUR GLOWING TIARAS,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,
234,ASS DES PHONE SPONGE CRAFT STICKER,ASS DES PHONE SPONGE CRAFT STICKER,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,
235,ASS FLORAL PRINT MULTI SCREWDRIVER,ASS FLORAL PRINT MULTI SCREWDRIVER,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,
236,ASS FLORAL PRINT SCISSORS,ASS FLORAL PRINT SCISSORS,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,
237,ASS FLORAL PRINT SPIRIT LEVEL,ASS FLORAL PRINT SPIRIT LEVEL,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,
238,ASS FLORAL PRINT TAPE MEASURE,ASS FLORAL PRINT TAPE MEASURE,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,
239,ASS FLORAL PRINT TORCH,ASS FLORAL PRINT TORCH,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,
240,"ASS RETROSPOOF MUGS,SPORTS","ASS RETROSPOOF MUGS,SPORTS",Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
241,ASS WINDPROOF MARIJUANA LIGHTERS,ASS WINDPROOF MARIJUANA LIGHTERS,Other / Unclear,Low,LLM only,Other / Unclear,Low,,
242,ASSORTED BOTTLE TOP MAGNETS,ASSORTED BOTTLE TOP MAGNETS,Other / Unclear,Low,LLM only,Other / Unclear,Low,,
243,ASSORTED CAKES FRIDGE MAGNETS,ASSORTED CAKES FRIDGE MAGNETS,Other / Unclear,Low,LLM only,Other / Unclear,Low,,
244,ASSORTED CHEESE FRIDGE MAGNETS,ASSORTED CHEESE FRIDGE MAGNETS,Other / Unclear,Low,LLM only,Other / Unclear,Low,,
245,ASSORTED CIRCULAR MOBILE,ASSORTED CIRCULAR MOBILE,Other / Unclear,Low,LLM only,Other / Unclear,Low,,
246,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOUR BIRD ORNAMENT,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
247,ASSORTED COLOUR JUMBO PEN,ASSORTED COLOUR JUMBO PEN,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
248,ASSORTED COLOUR LIZARD SUCTION HOOK,ASSORTED COLOUR LIZARD SUCTION HOOK,Other / Unclear,Low,LLM only,Other / Unclear,Low,,
249,ASSORTED COLOUR METAL CAT,ASSORTED COLOUR METAL CAT,Other / Unclear,Low,LLM only,Other / Unclear,Low,,
250,ASSORTED COLOUR MINI CASES,ASSORTED COLOUR MINI CASES,"Bags, Storage & Travel",High,QA keyword correction,Other / Unclear,Low,,"Bags, Storage & Travel"
251,ASSORTED COLOUR SILK COIN PURSE,ASSORTED COLOUR SILK COIN PURSE,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
252,ASSORTED COLOUR SILK COSMETIC PURSE,ASSORTED COLOUR SILK COSMETIC PURSE,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
253,ASSORTED COLOUR SILK GLASSES CASE,ASSORTED COLOUR SILK GLASSES CASE,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
254,ASSORTED COLOUR SUCTION CUP HOOK,ASSORTED COLOUR SUCTION CUP HOOK,Other / Unclear,Low,LLM only,Other / Unclear,Low,,
255,ASSORTED COLOUR T-LIGHT HOLDER,ASSORTED COLOUR T-LIGHT HOLDER,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,
256,ASSORTED COLOURS SILK FAN,ASSORTED COLOURS SILK FAN,Fashion & Personal Accessories,High,QA keyword correction,Other / Unclear,Low,,Fashion & Personal Accessories
257,ASSORTED CREEPY CRAWLIES,ASSORTED CREEPY CRAWLIES,Other / Unclear,Low,LLM only,Other / Unclear,Low,,
258,ASSORTED DESIGN FLOWER MUGS,ASSORTED DESIGN FLOWER MUGS,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
259,ASSORTED DESIGN GEISHA GIRL MUGS,ASSORTED DESIGN GEISHA GIRL MUGS,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
260,ASSORTED EASTER DECORATIONS BELLS,ASSORTED EASTER DECORATIONS BELLS,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
261,ASSORTED EASTER GIFT TAGS,ASSORTED EASTER GIFT TAGS,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
262,ASSORTED FARMYARD ANIMALS IN BUCKET,ASSORTED FARMYARD ANIMALS IN BUCKET,Other / Unclear,Low,LLM only,Other / Unclear,Low,,
263,ASSORTED FLORAL SECATEURS,ASSORTED FLORAL SECATEURS,Other / Unclear,Low,LLM only,Other / Unclear,Low,,
264,"ASSORTED FLOWER COLOUR ""LEIS""","ASSORTED FLOWER COLOUR ""LEIS""",Fashion & Personal Accessories,High,QA keyword correction,Other / Unclear,Low,,Fashion & Personal Accessories
265,ASSORTED FRAGRANCE BATH CONFETTI,ASSORTED FRAGRANCE BATH CONFETTI,Bathroom & Personal Care,High,LLM only,Bathroom & Personal Care,High,,
266,ASSORTED FRUIT STRAWS,ASSORTED FRUIT STRAWS,Other / Unclear,Low,LLM only,Other / Unclear,Low,,
267,ASSORTED ICE CREAM FRIDGE MAGNETS,ASSORTED ICE CREAM FRIDGE MAGNETS,Other / Unclear,Low,LLM only,Other / Unclear,Low,,
268,ASSORTED INCENSE PACK,ASSORTED INCENSE PACK,Other / Unclear,Low,LLM only,Other / Unclear,Low,,
269,ASSORTED LAQUERED INCENSE HOLDERS,ASSORTED LAQUERED INCENSE HOLDERS,Other / Unclear,Low,LLM only,Other / Unclear,Low,,
270,ASSORTED MINI MADRAS NOTEBOOK,ASSORTED MINI MADRAS NOTEBOOK,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
271,ASSORTED MONKEY SUCTION CUP HOOK,ASSORTED MONKEY SUCTION CUP HOOK,Other / Unclear,Low,LLM only,Other / Unclear,Low,,
272,ASSORTED SANSKRIT MINI NOTEBOOK,ASSORTED SANSKRIT MINI NOTEBOOK,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
273,ASSORTED SANTA CHRISTMAS DECORATION,ASSORTED SANTA CHRISTMAS DECORATION,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
274,ASSORTED SHAPED STENCIL FOR HENNA,ASSORTED SHAPED STENCIL FOR HENNA,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
275,ASSORTED SHAPES PHOTO CLIP SILVER,ASSORTED SHAPES PHOTO CLIP SILVER,Other / Unclear,Low,LLM only,Other / Unclear,Low,,
276,ASSORTED TUTTI FRUTTI BRACELET,ASSORTED TUTTI FRUTTI BRACELET,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
277,ASSORTED TUTTI FRUTTI FOB NOTEBOOK,ASSORTED TUTTI FRUTTI FOB NOTEBOOK,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
278,ASSORTED TUTTI FRUTTI HEART BOX,ASSORTED TUTTI FRUTTI HEART BOX,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
279,ASSORTED TUTTI FRUTTI KEYRING,ASSORTED TUTTI FRUTTI KEYRING,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
280,ASSORTED TUTTI FRUTTI KEYRING BALL,ASSORTED TUTTI FRUTTI KEYRING BALL,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
281,ASSORTED TUTTI FRUTTI LARGE PURSE,ASSORTED TUTTI FRUTTI LARGE PURSE,"Bags, Storage & Travel",High,LLM only,"Bags, Storage & Travel",High,,
282,ASSORTED TUTTI FRUTTI MIRROR,ASSORTED TUTTI FRUTTI MIRROR,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
283,ASSORTED TUTTI FRUTTI NOTEBOOK,ASSORTED TUTTI FRUTTI NOTEBOOK,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
284,ASSORTED TUTTI FRUTTI PEN,ASSORTED TUTTI FRUTTI PEN,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
285,ASSORTED TUTTI FRUTTI PHOTO FRAME,ASSORTED TUTTI FRUTTI PHOTO FRAME,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
286,ASSORTED TUTTI FRUTTI ROUND BOX,ASSORTED TUTTI FRUTTI ROUND BOX,"Bags, Storage & Travel",High,LLM only,"Bags, Storage & Travel",High,,
287,ASSORTED TUTTI FRUTTI SMALL PURSE,ASSORTED TUTTI FRUTTI SMALL PURSE,"Bags, Storage & Travel",High,LLM only,"Bags, Storage & Travel",High,,
288,ASSORTED WHITE EMBOSSED CHINA MUGS,ASSORTED WHITE EMBOSSED CHINA MUGS,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
289,ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,
290,ASSTD DESIGN 3D PAPER STICKERS,ASSTD DESIGN 3D PAPER STICKERS,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
291,ASSTD DESIGN BUBBLE GUM RING,ASSTD DESIGN BUBBLE GUM RING,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
292,ASSTD DESIGN POP ART SLIM PEN,ASSTD DESIGN POP ART SLIM PEN,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
293,ASSTD DESIGN RACING CAR PEN,ASSTD DESIGN RACING CAR PEN,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
294,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,
295,ASSTD HEARTS DESIGN MUGS,ASSTD HEARTS DESIGN MUGS,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
296,ASSTD MULTICOLOUR CIRCLES MUG,ASSTD MULTICOLOUR CIRCLES MUG,Kitchen & Dining,High,LLM + rule agreement,Kitchen & Dining,High,Kitchen & Dining,
297,ASSTD RASTA KEY-CHAINS,ASSTD RASTA KEY-CHAINS,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
298,BABUSHKA LIGHTS STRING OF 10,BABUSHKA LIGHTS STRING OF 10,Lighting & Candles,High,LLM only,Lighting & Candles,High,,
299,BABY BOOM RIBBONS,BABY BOOM RIBBONS,Seasonal & Celebrations,High,LLM only,Seasonal & Celebrations,High,,
300,BABY MOUSE RED GINGHAM DRESS,BABY MOUSE RED GINGHAM DRESS,Toys & Children,High,LLM only,Toys & Children,High,,
301,BAG 125G SWIRLY MARBLES,BAG 125G SWIRLY MARBLES,"Bags, Storage & Travel",High,LLM only,"Bags, Storage & Travel",High,,
302,BAG 250G SWIRLY MARBLES,BAG 250G SWIRLY MARBLES,"Bags, Storage & Travel",High,LLM only,"Bags, Storage & Travel",High,,
303,BAG 500G SWIRLY MARBLES,BAG 500G SWIRLY MARBLES,"Bags, Storage & Travel",High,LLM only,"Bags, Storage & Travel",High,,
304,BAG OF SILVER STONES,BAG OF SILVER STONES,"Bags, Storage & Travel",High,LLM only,"Bags, Storage & Travel",High,,
305,BAKING MOULD CHOCOLATE CUPCAKES,BAKING MOULD CHOCOLATE CUPCAKES,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
306,BAKING MOULD EASTER EGG MILK CHOC,BAKING MOULD EASTER EGG MILK CHOC,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
307,BAKING MOULD EASTER EGG WHITE CHOC,BAKING MOULD EASTER EGG WHITE CHOC,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
308,BAKING MOULD HEART MILK CHOCOLATE,BAKING MOULD HEART MILK CHOCOLATE,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
309,BAKING MOULD HEART WHITE CHOCOLATE,BAKING MOULD HEART WHITE CHOCOLATE,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
310,BAKING MOULD ROSE MILK CHOCOLATE,BAKING MOULD ROSE MILK CHOCOLATE,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
311,BAKING MOULD ROSE WHITE CHOCOLATE,BAKING MOULD ROSE WHITE CHOCOLATE,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
312,BAKING MOULD TOFFEE CUP CHOCOLATE,BAKING MOULD TOFFEE CUP CHOCOLATE,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
313,BAKING SET 9 PIECE RETROSPOT,BAKING SET 9 PIECE RETROSPOT,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
314,BAKING SET SPACEBOY DESIGN,BAKING SET SPACEBOY DESIGN,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
315,BALLERINA HEART DECORATION.,BALLERINA HEART DECORATION.,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
316,BALLOON ART MAKE YOUR OWN FLOWERS,BALLOON ART MAKE YOUR OWN FLOWERS,Seasonal & Celebrations,High,LLM only,Seasonal & Celebrations,High,,
317,BALLOON PUMP WITH 10 BALLOONS,BALLOON PUMP WITH 10 BALLOONS,Seasonal & Celebrations,High,LLM only,Seasonal & Celebrations,High,,
318,BALLOON WATER BOMB PACK OF 35,BALLOON WATER BOMB PACK OF 35,Seasonal & Celebrations,High,LLM only,Seasonal & Celebrations,High,,
319,BALLOONS WRITING SET,BALLOONS WRITING SET,Seasonal & Celebrations,High,LLM only,Seasonal & Celebrations,High,,
320,BANK ACCOUNT GREETING CARD,BANK ACCOUNT GREETING CARD,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
321,BANQUET BIRTHDAY CARD,BANQUET BIRTHDAY CARD,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
322,BAROQUE BUTTERFLY EARRINGS BLACK,BAROQUE BUTTERFLY EARRINGS BLACK,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
323,BAROQUE BUTTERFLY EARRINGS CRYSTAL,BAROQUE BUTTERFLY EARRINGS CRYSTAL,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
324,BAROQUE BUTTERFLY EARRINGS GREEN,BAROQUE BUTTERFLY EARRINGS GREEN,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
325,BAROQUE BUTTERFLY EARRINGS MONTANA,BAROQUE BUTTERFLY EARRINGS MONTANA,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
326,BAROQUE BUTTERFLY EARRINGS PINK,BAROQUE BUTTERFLY EARRINGS PINK,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
327,BAROQUE BUTTERFLY EARRINGS RED,BAROQUE BUTTERFLY EARRINGS RED,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
328,BASKET OF FLOWERS SEWING KIT,BASKET OF FLOWERS SEWING KIT,"Stationery, Crafts & Wrapping",High,QA rule agreement,"Stationery, Crafts & Wrapping",High,,"Stationery, Crafts & Wrapping"
329,BASKET OF TOADSTOOLS,BASKET OF TOADSTOOLS,Garden & Outdoor,High,LLM only,Garden & Outdoor,High,,
330,BASKET/8 SCENTED LOVE TOKEN CANDLES,BASKET/8 SCENTED LOVE TOKEN CANDLES,Lighting & Candles,High,LLM only,Lighting & Candles,High,,
